question_id,question,aicm_control_id,aicm_control_title,aicm_domain_title,aicm_control_type,aicm_control_specification
STA-04.1,"Are service customers provided with SSRM guidance detailing information about the applicability 
throughout the supply chain?",STA-04,SSRM Guidance,"Supply Chain Management, Transparency, and Accountability",Cloud & AI Related,Provide SSRM Guidance to the service customers detailing information about the SSRM applicability throughout the supply chain.
STA-05.1,Is the shared ownership and applicability of all CSA AICM controls delineated according to the SSRM?,STA-05,SSRM Control Ownership,"Supply Chain Management, Transparency, and Accountability",Cloud & AI Related,Delineate the shared ownership and applicability of all CSA AICM  controls according to the SSRM.
STA-06.1,Is the SSRM documentation reviewed and validated?,STA-06,SSRM Documentation Review,"Supply Chain Management, Transparency, and Accountability",Cloud & AI Related,Review and validate the SSRM documentation.
STA-07.1,"Are the portions of the SSRM the organization is responsible for implemented, operated, audited, or assessed?",STA-07,SSRM Control Implementation,"Supply Chain Management, Transparency, and Accountability",Cloud & AI Related,"Implement, operate, and audit or assess the portions of the SSRM which the organization is responsible for."
STA-08.1,Is an inventory of all supply chain relationships maintained and developed?,STA-08,Supply Chain Inventory,"Supply Chain Management, Transparency, and Accountability",Cloud & AI Related,Develop and maintain an inventory of all supply chain relationships.
STA-09.1,"Is a process for establishing a Bill of Material for the service supply chain, defined, implemented, and enforced?",STA-09,Service Bill of Material (BOM),"Supply Chain Management, Transparency, and Accountability",AI-Specific,"Define, implement, and enforce a process for establishing a Bill of Material for the service supply chain. Review and update the Bill of Material at least annually, or upon significant changes."
STA-09.2,Is the Bill of Material reviewed and updated at least annually or upon significant changes?,STA-09,Service Bill of Material (BOM),"Supply Chain Management, Transparency, and Accountability",AI-Specific,"Define, implement, and enforce a process for establishing a Bill of Material for the service supply chain. Review and update the Bill of Material at least annually, or upon significant changes."
STA-10.1,Are risk factors associated with the supply chain relationships periodically reviewed?,STA-10,Supply Chain Risk Management,"Supply Chain Management, Transparency, and Accountability",Cloud & AI Related,Periodically review risk factors associated with supply chain relationships.
STA-11.1,"Are service agreements required to incorporate at least the following 
mutually agreed upon provisions and/or terms?
• Scope, characteristics and location of business relationship and 
services offered
• Information security requirements (including SSRM)
• Change management process
• Logging and monitoring capability
• Incident management and communication procedures
• Right to audit and third party assessment
• Service termination
• Interoperability and portability requirements
• Data privacy
• Operational Resilience",STA-11,Primary Service and Contractual Agreement,"Supply Chain Management, Transparency, and Accountability",Cloud & AI Related,"Service agreements must incorporate at least the following 
mutually-agreed upon provisions and/or terms: 
• Scope, characteristics and location of business 
relationship and services offered 
• Information security requirements (including SSRM) 
• Change management process 
• Logging and monitoring capability 
• Incident management and communication procedures 
• Right to audit and third party assessment 
• Service termination 
• Interoperability and portability requirements 
• Data privacy 
• Operational Resilience"
STA-12.1,Are supply chain agreements reviewed at least annually or upon significant changes?,STA-12,Supply Chain Agreement Review,"Supply Chain Management, Transparency, and Accountability",Cloud & AI Related,"Review supply chain agreements at least annually, or upon significant changes."
STA-13.1,"Is there a process for conducting internal assessments at least annually to confirm the conformance and effectiveness of standards, policies, procedures, and SLA activities?",STA-13,Supply Chain Compliance Assessment,"Supply Chain Management, Transparency, and Accountability",Cloud & AI Related,"Define and implement a process for conducting internal assessments to confirm conformance and effectiveness of standards, policies,  procedures, and service level agreement activities at least annually."
STA-14.1,"Are policies implemented requiring all service providers throughout the supply chain to comply with information security, confidentiality, access control, privacy, audit, personnel policy and service level requirements and standards?",STA-14,Supply Chain Service Agreement Compliance,"Supply Chain Management, Transparency, and Accountability",Cloud & AI Related,"Implement policies requiring all service providers throughout the supply chain to comply with information security, confidentiality, access control, privacy, audit, personnel policy and service level requirements and standards."
STA-15.1,Are the organization's service providers' IT governance policies and procedures reviewed at least annually or upon significant changes?,STA-15,Supply Chain Governance Review,"Supply Chain Management, Transparency, and Accountability",Cloud & AI Related,"Review the organization's service providers' IT governance policies and procedures at least annually, or upon significant changes."
STA-16.1,"Is a process for conducting risk-based security assessments of the 
supply chain, defined and implemented?",STA-16,Supply Chain Data Security Assessment,"Supply Chain Management, Transparency, and Accountability",Cloud & AI Related,Define and implement a process for conducting risk-based security assessments of the supply chain.
TVM-01.1,"Are policies and procedures that identify, report, and prioritize the remediation of vulnerabilities and threats in order to protect systems against vulnerability exploitation, established, documented, approved, communicated, applied, evaluated, and maintained?",TVM-01,Threat and Vulnerability Management Policy and Procedures,Threat & Vulnerability Management,Cloud & AI Related,"Establish, document, approve, communicate, apply, evaluate and maintain policies and procedures to identify, report and prioritize the remediation of vulnerabilities and threats, in order to protect systems against vulnerability exploitation. Review and update the policies and procedures at least annually, or upon significant changes."
TVM-01.2,Are threats and vulnerabilities policies and procedures reviewed and updated at least annually or upon significant changes?,TVM-01,Threat and Vulnerability Management Policy and Procedures,Threat & Vulnerability Management,Cloud & AI Related,"Establish, document, approve, communicate, apply, evaluate and maintain policies and procedures to identify, report and prioritize the remediation of vulnerabilities and threats, in order to protect systems against vulnerability exploitation. Review and update the policies and procedures at least annually, or upon significant changes."
TVM-02.1,"Are policies and procedures to protect against malware and malicious instructions, established, documented, approved, communicated, applied, evaluated, and maintained?",TVM-02,Malware and Malicious Instructions Protection Policy and Procedures,Threat & Vulnerability Management,Cloud & AI Related,"Establish, document, approve, communicate, apply, evaluate and maintain policies and procedures to protect against malware and malicious instructions. Review and update the policies and procedures at least annually, or upon significant changes."
TVM-02.2,"Are malware and malicious instructions protection policies and procedures, reviewed and updated at least annually or upon significant changes?",TVM-02,Malware and Malicious Instructions Protection Policy and Procedures,Threat & Vulnerability Management,Cloud & AI Related,"Establish, document, approve, communicate, apply, evaluate and maintain policies and procedures to protect against malware and malicious instructions. Review and update the policies and procedures at least annually, or upon significant changes."
TVM-03.1,"Are processes, procedures, and technical measures for the detection 
of vulnerabilities on organizationally managed assets, defined, 
implemented, and evaluated at least monthly?",TVM-03,Vulnerability Identification,Threat & Vulnerability Management,Cloud & AI Related,"Define, implement and evaluate processes, procedures and technical measures for the detection of vulnerabilities on organizationally managed assets at least monthly."
TVM-04.1,"Are threat analysis processes and procedures defined, implemented, and evaluated to identify, assess, and review the threat landscape for Cloud and AI systems?",TVM-04,Threat Analysis and Modelling,Threat & Vulnerability Management,AI-Specific,"Define, implement and evaluate threat analysis processes and procedures to identify, assess and review the threat landscape for Cloud and AI systems. Build threat models according to industry best practices to inform the risk mitigation strategy."
TVM-04.2,Are threat models built according to industry best practices to inform the risk mitigation strategy?,TVM-04,Threat Analysis and Modelling,Threat & Vulnerability Management,AI-Specific,"Define, implement and evaluate threat analysis processes and procedures to identify, assess and review the threat landscape for Cloud and AI systems. Build threat models according to industry best practices to inform the risk mitigation strategy."
TVM-05.1,"Are processes, procedures, and technical measures defined, implemented, and evaluated to update detection tools, threat signatures, and indicators of compromise weekly or more frequently?",TVM-05,Detection Updates,Threat & Vulnerability Management,Cloud & AI Related,"Define, implement and evaluate processes, procedures and technical measures to update detection tools, threat signatures, and indicators  of compromise on a weekly, or more frequent basis."
TVM-06.1,"Are processes, procedures, and technical measures defined, implemented, and evaluated to identify updates for applications that use third party or open source libraries according to the organization's vulnerability management policy?",TVM-06,External Library Vulnerabilities,Threat & Vulnerability Management,Cloud & AI Related,"Define, implement and evaluate processes, procedures and technical measures to identify updates for applications which use third party or open source libraries according to the organization's vulnerability management policy."
TVM-07.1,"Are processes, procedures, and technical measures defined, implemented, and evaluated for the periodic performance of penetration testing by independent third parties?",TVM-07,Penetration Testing,Threat & Vulnerability Management,Cloud & AI Related,"Define, implement and evaluate processes, procedures and technical measures for the periodic performance of penetration testing by independent third parties."
TVM-08.1,"Are processes, procedures, and technical measures defined, implemented, and evaluated based on identified risks to support scheduled and emergency responses to vulnerability identification?",TVM-08,Vulnerability Remediation Schedule,Threat & Vulnerability Management,Cloud & AI Related,"Define, implement and evaluate processes, procedures and technical measures based on identified risks to support scheduled and emergency responses to vulnerability identification."
TVM-09.1,Are risk-based methods utilized to prioritize vulnerability remediation using an industry-recognized framework effectively?,TVM-09,Vulnerability Prioritization,Threat & Vulnerability Management,Cloud & AI Related,Use a risk-based method for effective prioritization of vulnerability remediation using an industry recognized framework.
TVM-10.1,"Is a risk-based method for the prioritization and mitigation of threats,  used, leveraging an industry-recognized framework to guide threat decision-making and protection measures?",TVM-10,Threat Response,Threat & Vulnerability Management,Cloud & AI Related,"Use a risk-based method for the prioritization and mitigation of threats, leveraging an industry-recognized framework to guide threat decision-making and protection measures."
TVM-11.1,Are processes defined and implemented for tracking and reporting vulnerability identification and remediation activities that include stakeholder notification?,TVM-11,Vulnerability Management Reporting,Threat & Vulnerability Management,Cloud & AI Related,Define and implement a process for tracking and reporting  vulnerability identification and remediation activities that includes stakeholder notification.
TVM-12.1,"Are metrics established, monitored, and reported for vulnerability identification and remediation at defined intervals?",TVM-12,Vulnerability Management Metrics,Threat & Vulnerability Management,Cloud & AI Related,"Establish, monitor and report metrics for vulnerability identification and remediation at defined intervals."
TVM-13.1,"Are processes, procedures, and technical measures to apply guardrails to the AI system defined and implemented?",TVM-13,Guardrails,Threat & Vulnerability Management,AI-Specific,"Define and implement processes, procedures and technical measures to  apply guardrails to the AI system. Continuously evaluate guardrails for changes in regulatory requirements  and risk scenarios."
TVM-13.2,Are guardrails continuously evaluated for changes in regulatory requirements and risk scenarios?,TVM-13,Guardrails,Threat & Vulnerability Management,AI-Specific,"Define and implement processes, procedures and technical measures to  apply guardrails to the AI system. Continuously evaluate guardrails for changes in regulatory requirements  and risk scenarios."
UEM-01.1,"Are policies and procedures established, documented, approved, communicated, applied, evaluated, and maintained for all endpoints?",UEM-01,Endpoint Devices Policy and Procedures,Universal Endpoint Management,Cloud & AI Related,"Establish, document, approve, communicate, apply, evaluate and  maintain policies and procedures for all endpoints. Review and update the policies and procedures at least annually, or upon significant changes."
UEM-01.2,Are the policies and procedures reviewed and updated at least annually or upon significant system changes?,UEM-01,Endpoint Devices Policy and Procedures,Universal Endpoint Management,Cloud & AI Related,"Establish, document, approve, communicate, apply, evaluate and  maintain policies and procedures for all endpoints. Review and update the policies and procedures at least annually, or upon significant changes."
UEM-02.1,"Is there a defined, documented, applicable and evaluated list containing approved services, applications, and the sources of applications (stores) acceptable for use by endpoints when accessing or storing organization-managed data?",UEM-02,Application and Service Approval,Universal Endpoint Management,Cloud & AI Related,"Define, document, apply and evaluate a list of approved services, applications and sources of applications (stores) acceptable for use by  endpoints when accessing or storing organization-managed data."
UEM-03.1,Is a process defined and implemented to validate endpoint device compatibility with operating systems and applications?,UEM-03,Compatibility,Universal Endpoint Management,Cloud & AI Related,Define and implement a process for the validation of the endpoint device's compatibility with operating systems and applications.
UEM-04.1,"Is an inventory of all endpoints for storing, accessing and processing company data, maintained?",UEM-04,Endpoint Inventory,Universal Endpoint Management,Cloud & AI Related,"Maintain an inventory of all endpoints used to store, access and process company data."
UEM-05.1,"Are processes, procedures, and technical measures defined, implemented and evaluated, to enforce policies and controls for all endpoints permitted to access systems and/or store, transmit, or process organizational data?",UEM-05,Endpoint Management,Universal Endpoint Management,Cloud & AI Related,"Define, implement and evaluate processes, procedures and technical measures to enforce policies and controls for all endpoints permitted  to access systems and/or store, transmit, or process organizational  data."
UEM-06.1,Are all relevant interactive-use endpoints configured to require an automatic lock screen?,UEM-06,Automatic Lock Screen,Universal Endpoint Management,Cloud & AI Related,Configure all relevant interactive-use endpoints to require an automatic lock screen.
UEM-07.1,"Are changes to endpoint operating systems, patch levels, and/or applications managed through the organizational change management process?",UEM-07,Operating Systems,Universal Endpoint Management,Cloud & AI Related,"Manage changes to endpoint operating systems, patch levels, and/or applications through the company's change management processes."
UEM-08.1,Is information protected from unauthorized disclosure on managed endpoints with storage encryption?,UEM-08,Storage Encryption,Universal Endpoint Management,Cloud & AI Related,Protect information from unauthorized disclosure on managed  endpoint devices with storage encryption.
UEM-09.1,Are anti-malware detection and prevention technology services configured on managed endpoints?,UEM-09,Anti-Malware Detection and Prevention,Universal Endpoint Management,Cloud & AI Related,Configure managed endpoints with anti-malware detection and prevention technology and services.
UEM-10.1,Are software firewalls properly configured on managed endpoints?,UEM-10,Software Firewall,Universal Endpoint Management,Cloud & AI Related,Configure managed endpoints with properly configured software firewalls.
UEM-11.1,Are managed endpoints configured with data loss prevention (DLP) technologies and rules in accordance with a risk assessment?,UEM-11,Data Loss Prevention,Universal Endpoint Management,Cloud & AI Related,Configure managed endpoints with Data Loss Prevention (DLP) technologies and rules in accordance with a risk assessment.
UEM-12.1,"Are remote geolocation capabilities enabled for all managed mobile endpoints, according to all applicable laws and regulations?",UEM-12,Remote Locate,Universal Endpoint Management,Cloud & AI Related,"Enable remote geo-location capabilities for all managed mobile endpoints,  according to all applicable laws and regulations."
UEM-13.1,"Are processes, procedures, and technical measures defined, implemented, and evaluated to enable remote company data deletion on managed endpoint devices?",UEM-13,Remote Wipe,Universal Endpoint Management,Cloud & AI Related,"Define, implement and evaluate processes, procedures and technical measures to enable the deletion of company data remotely on managed endpoint devices."
UEM-14.1,"Are processes, procedures, and technical and/or contractual measures defined, implemented, and evaluated to maintain proper security of third-party endpoints with access to organizational assets?",UEM-14,Third-Party Endpoint Security Posture,Universal Endpoint Management,Cloud & AI Related,"Define, implement and evaluate processes, procedures and technical and/or contractual measures to maintain proper security of third-party endpoints with access to organizational assets."
