CWE_ID,Name,MITRE_AI_Tagged,View1_Score,View2_Score,Max_Score,Is_AI_Relevant,AI_Category,Attack_Type,Attack_Surface,View1_Reasoning,View2_Reasoning,AI_Impact,Description,Source_View
1044,Architecture with Number of Horizontal Layers Outside of Expected Range,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product's architecture contains too many - or too few - horizontal layers.,Research-Concepts-1000
1045,Parent Class with a Virtual Destructor and a Child Class without a Virtual Destructor,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"A parent class has a virtual destructor method, but the parent has a child class that does not have a virtual destructor.",Research-Concepts-1000
1046,Creation of Immutable Text Using String Concatenation,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product creates an immutable text string using string concatenation operations.,Research-Concepts-1000
1047,Modules with Circular Dependencies,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product contains modules in which one module has references that cycle back to itself, i.e., there are circular dependencies.",Research-Concepts-1000
1048,Invokable Control Element with Large Number of Outward Calls,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The code contains callable control elements that contain an excessively large number of references to other application objects external to the context of the callable, i.e. a Fan-Out value that is excessively large.",Research-Concepts-1000
1049,Excessive Data Query Operations in a Large Data Table,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product performs a data query with a large number of joins and sub-queries on a large data table.,Research-Concepts-1000
1050,Excessive Platform Resource Consumption within a Loop,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product has a loop body or loop condition that contains a control element that directly or indirectly consumes platform resources, e.g. messaging, sessions, locks, or file descriptors.",Research-Concepts-1000
1051,Initialization with Hard-Coded Network Resource Configuration Data,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product initializes data using hard-coded values that act as network resource identifiers.,Research-Concepts-1000
1052,Excessive Use of Hard-Coded Literals in Initialization,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product initializes a data element using a hard-coded literal that is not a simple integer or static constant element.,Research-Concepts-1000
1053,Missing Documentation for Design,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product does not have documentation that represents how it is designed.,Research-Concepts-1000
1054,Invocation of a Control Element at an Unnecessarily Deep Horizontal Layer,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The code at one architectural layer invokes code that resides at a deeper layer than the adjacent layer, i.e., the invocation skips at least one layer, and the invoked code is not part of a vertical utility layer that can be referenced from any horizontal layer.",Research-Concepts-1000
1055,Multiple Inheritance from Concrete Classes,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product contains a class with inheritance from more than one concrete class.,Research-Concepts-1000
1056,Invokable Control Element with Variadic Parameters,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,A named-callable or method control element has a signature that supports a variable (variadic) number of parameters or arguments.,Research-Concepts-1000
1057,Data Access Operations Outside of Expected Data Manager Component,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product uses a dedicated, central data manager component as required by design, but it contains code that performs data-access operations that do not use this data manager.",Research-Concepts-1000
1058,Invokable Control Element in Multi-Thread Context with non-Final Static Storable or Member Element,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The code contains a function or method that operates in a multi-threaded environment but owns an unsafe non-final static storable or member data element.,Research-Concepts-1000
1059,Insufficient Technical Documentation,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product does not contain sufficient technical or engineering documentation (whether on paper or in electronic form) that contains descriptions of all the relevant software/hardware elements of the product, such as its usage, structure, architectural components, interfaces, design, implementation, configuration, operation, etc.",Research-Concepts-1000
1060,Excessive Number of Inefficient Server-Side Data Accesses,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product performs too many data queries without using efficient data processing functionality such as stored procedures.,Research-Concepts-1000
1061,Insufficient Encapsulation,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product does not sufficiently hide the internal representation and implementation details of data or methods, which might allow external components or modules to modify data unexpectedly, invoke unexpected functionality, or introduce dependencies that the programmer did not intend.",Research-Concepts-1000
1062,Parent Class with References to Child Class,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The code has a parent class that contains references to a child class, its methods, or its members.",Research-Concepts-1000
1063,Creation of Class Instance within a Static Code Block,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,A static code block creates an instance of a class.,Research-Concepts-1000
1064,Invokable Control Element with Signature Containing an Excessive Number of Parameters,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product contains a function, subroutine, or method whose signature has an unnecessarily large number of parameters/arguments.",Research-Concepts-1000
1065,Runtime Resource Management Control Element in a Component Built to Run on Application Servers,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product uses deployed components from application servers, but it also uses low-level functions/methods for management of resources, instead of the API provided by the application server.",Research-Concepts-1000
1066,Missing Serialization Control Element,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product contains a serializable data element that does not have an associated serialization method.,Research-Concepts-1000
1067,Excessive Execution of Sequential Searches of Data Resource,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product contains a data query against an SQL table or view that is configured in a way that does not utilize an index and may cause sequential searches to be performed.,Research-Concepts-1000
1068,Inconsistency Between Implementation and Documented Design,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The implementation of the product is not consistent with the design as described within the relevant documentation.,Research-Concepts-1000
1069,Empty Exception Block,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"An invokable code block contains an exception handling block that does not contain any code, i.e. is empty.",Research-Concepts-1000
1070,Serializable Data Element Containing non-Serializable Item Elements,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product contains a serializable, storable data element such as a field or member, but the data element contains member elements that are not serializable.",Research-Concepts-1000
1071,Empty Code Block,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The source code contains a block that does not contain any code, i.e., the block is empty.",Research-Concepts-1000
1072,Data Resource Access without Use of Connection Pooling,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product accesses a data resource through a database without using a connection pooling capability.,Research-Concepts-1000
1073,Non-SQL Invokable Control Element with Excessive Number of Data Resource Accesses,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product contains a client with a function or method that contains a large number of data accesses/queries that are sent through a data manager, i.e., does not use efficient database capabilities.",Research-Concepts-1000
1074,Class with Excessively Deep Inheritance,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"A class has an inheritance level that is too high, i.e., it has a large number of parent classes.",Research-Concepts-1000
1075,Unconditional Control Flow Transfer outside of Switch Block,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product performs unconditional control transfer (such as a goto) in code outside of a branching structure such as a switch block.,Research-Concepts-1000
1076,Insufficient Adherence to Expected Conventions,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product's architecture, source code, design, documentation, or other artifact does not follow required conventions.",Research-Concepts-1000
1077,Floating Point Comparison with Incorrect Operator,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The code performs a comparison such as an equality test between two float (floating point) values, but it uses comparison operators that do not account for the possibility of loss of precision.",Research-Concepts-1000
1078,Inappropriate Source Code Style or Formatting,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The source code does not follow desired style or formatting for indentation, white space, comments, etc.",Research-Concepts-1000
1079,Parent Class without Virtual Destructor Method,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"A parent class contains one or more child classes, but the parent class does not have a virtual destructor method.",Research-Concepts-1000
1080,Source Code File with Excessive Number of Lines of Code,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,A source code file has too many lines of code.,Research-Concepts-1000
1082,Class Instance Self Destruction Control Element,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The code contains a class instance that calls the method or function to delete or destroy itself.,Research-Concepts-1000
1083,Data Access from Outside Expected Data Manager Component,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product is intended to manage data access through a particular data manager component such as a relational or non-SQL database, but it contains code that performs data access operations without using that component.",Research-Concepts-1000
1084,Invokable Control Element with Excessive File or Data Access Operations,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,A function or method contains too many operations that utilize a data manager or file resource.,Research-Concepts-1000
1085,Invokable Control Element with Excessive Volume of Commented-out Code,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"A function, method, procedure, etc. contains an excessive amount of code that has been commented out within its body.",Research-Concepts-1000
1086,Class with Excessive Number of Child Classes,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,A class contains an unnecessarily large number of children.,Research-Concepts-1000
1087,Class with Virtual Method without a Virtual Destructor,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"A class contains a virtual method, but the method does not have an associated virtual destructor.",Research-Concepts-1000
1088,Synchronous Access of Remote Resource without Timeout,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The code has a synchronous call to a remote resource, but there is no timeout for the call, or the timeout is set to infinite.",Research-Concepts-1000
1089,Large Data Table with Excessive Number of Indices,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product uses a large data table that contains an excessively large number of indices.,Research-Concepts-1000
1090,Method Containing Access of a Member Element from Another Class,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,A method for a class performs an operation that directly accesses a member element from another class.,Research-Concepts-1000
1091,Use of Object without Invoking Destructor Method,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product contains a method that accesses an object but does not later invoke the element's associated finalize/destructor method.,Research-Concepts-1000
1092,Use of Same Invokable Control Element in Multiple Architectural Layers,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product uses the same control element across multiple architectural layers.,Research-Concepts-1000
1093,Excessively Complex Data Representation,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product uses an unnecessarily complex internal representation for its data structures or interrelationships between those structures.,Research-Concepts-1000
1094,Excessive Index Range Scan for a Data Resource,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product contains an index range scan for a large data table, but the scan can cover a large number of rows.",Research-Concepts-1000
1095,Loop Condition Value Update within the Loop,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product uses a loop with a control flow condition based on a value that is updated within the body of the loop.,Research-Concepts-1000
1096,Singleton Class Instance Creation without Proper Locking or Synchronization,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product implements a Singleton design pattern but does not use appropriate locking or other synchronization mechanism to ensure that the singleton class is only instantiated once.,Research-Concepts-1000
1097,Persistent Storable Data Element without Associated Comparison Control Element,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product uses a storable data element that does not have all of the associated functions or methods that are necessary to support comparison.,Research-Concepts-1000
1098,Data Element containing Pointer Item without Proper Copy Control Element,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The code contains a data element with a pointer that does not have an associated copy or constructor method.,Research-Concepts-1000
1099,Inconsistent Naming Conventions for Identifiers,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product's code, documentation, or other artifacts do not consistently use the same naming conventions for variables, callables, groups of related callables, I/O capabilities, data types, file names, or similar types of elements.",Research-Concepts-1000
1100,Insufficient Isolation of System-Dependent Functions,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product or code does not isolate system-dependent functionality into separate standalone modules.,Research-Concepts-1000
1101,Reliance on Runtime Component in Generated Code,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product uses automatically-generated code that cannot be executed without a specific runtime support component.,Research-Concepts-1000
1102,Reliance on Machine-Dependent Data Representation,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The code uses a data representation that relies on low-level data representation or constructs that may vary across different processors, physical machines, OSes, or other physical components.",Research-Concepts-1000
1103,Use of Platform-Dependent Third Party Components,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product relies on third-party components that do not provide equivalent functionality across all desirable platforms.,Research-Concepts-1000
1104,Use of Unmaintained Third Party Components,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product relies on third-party components that are not actively supported or maintained by the original developer or a trusted proxy for the original developer.,Research-Concepts-1000
1105,Insufficient Encapsulation of Machine-Dependent Functionality,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product or code uses machine-dependent functionality, but it does not sufficiently encapsulate or isolate this functionality from the rest of the code.",Research-Concepts-1000
1106,Insufficient Use of Symbolic Constants,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The source code uses literal constants that may need to change or evolve over time, instead of using symbolic constants.",Research-Concepts-1000
1107,Insufficient Isolation of Symbolic Constant Definitions,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The source code uses symbolic constants, but it does not sufficiently place the definitions of these constants into a more centralized or isolated location.",Research-Concepts-1000
1108,Excessive Reliance on Global Variables,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The code is structured in a way that relies too much on using or setting global variables throughout various points in the code, instead of preserving the associated information in a narrower, more local context.",Research-Concepts-1000
1109,Use of Same Variable for Multiple Purposes,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The code contains a callable, block, or other code element in which the same variable is used to control more than one unique task or store more than one instance of data.",Research-Concepts-1000
1110,Incomplete Design Documentation,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product's design documentation does not adequately describe control flow, data flow, system initialization, relationships between tasks, components, rationales, or other important aspects of the design.",Research-Concepts-1000
1111,Incomplete I/O Documentation,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product's documentation does not adequately define inputs, outputs, or system/software interfaces.",Research-Concepts-1000
1112,Incomplete Documentation of Program Execution,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The document does not fully define all mechanisms that are used to control or influence how product-specific programs are executed.,Research-Concepts-1000
1113,Inappropriate Comment Style,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The source code uses comment styles or formats that are inconsistent or do not follow expected standards for the product.,Research-Concepts-1000
1114,Inappropriate Whitespace Style,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The source code contains whitespace that is inconsistent across the code or does not follow expected standards for the product.,Research-Concepts-1000
1115,Source Code Element without Standard Prologue,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The source code contains elements such as source files that do not consistently provide a prologue or header that has been standardized for the project.,Research-Concepts-1000
1116,Inaccurate Source Code Comments,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The source code contains comments that do not accurately describe or explain aspects of the portion of the code with which the comment is associated.,Research-Concepts-1000
1117,Callable with Insufficient Behavioral Summary,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The code contains a function or method whose signature and/or associated inline documentation does not sufficiently describe the callable's inputs, outputs, side effects, assumptions, or return codes.",Research-Concepts-1000
1118,Insufficient Documentation of Error Handling Techniques,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The documentation does not sufficiently describe the techniques that are used for error handling, exception processing, or similar mechanisms.",Research-Concepts-1000
1119,Excessive Use of Unconditional Branching,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The code uses too many unconditional branches (such as goto).,Research-Concepts-1000
1120,Excessive Code Complexity,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The code is too complex, as calculated using a well-defined, quantitative measure.",Research-Concepts-1000
1121,Excessive McCabe Cyclomatic Complexity,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The code contains McCabe cyclomatic complexity that exceeds a desirable maximum.,Research-Concepts-1000
1122,Excessive Halstead Complexity,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The code is structured in a way that a Halstead complexity measure exceeds a desirable maximum.,Research-Concepts-1000
1123,Excessive Use of Self-Modifying Code,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product uses too much self-modifying code.,Research-Concepts-1000
1124,Excessively Deep Nesting,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The code contains a callable or other code grouping in which the nesting / branching is too deep.,Research-Concepts-1000
1125,Excessive Attack Surface,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product has an attack surface whose quantitative measurement exceeds a desirable maximum.,Research-Concepts-1000
1126,Declaration of Variable with Unnecessarily Wide Scope,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The source code declares a variable in one scope, but the variable is only used within a narrower scope.",Research-Concepts-1000
1127,Compilation with Insufficient Warnings or Errors,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The code is compiled without sufficient warnings enabled, which may prevent the detection of subtle bugs or quality issues.",Research-Concepts-1000
1164,Irrelevant Code,No,0,0,0,No,Not Applicable,N/A,N/A,Dead/irrelevant code is not an attack vector.,"AI generating dead code is a quality issue, not a security attack.",,"The product contains code that is not essential for execution, i.e. makes no state changes and has no side effects that alter data or control flow, such that removal of the code would have no impact to functionality or correctness.",Research-Concepts-1000
1173,Improper Use of Validation Framework,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product does not use, or incorrectly uses, an input validation framework that is provided by the source language or an independent library.",Research-Concepts-1000
1174,ASP.NET Misconfiguration: Improper Model Validation,No,0,0,0,No,Not Applicable,N/A,N/A,"Specific to legacy technology, not AI-relevant.","Specific to legacy technology, not AI-relevant.",,"The ASP.NET application does not use, or incorrectly uses, the model validation framework.",Research-Concepts-1000
1176,Inefficient CPU Computation,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product performs CPU computations using algorithms that are not as efficient as they could be for the needs of the developer, i.e., the computations can be optimized further.",Research-Concepts-1000
1177,Use of Prohibited Code,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product uses a function, library, or third party component that has been explicitly prohibited, whether by the developer or the customer.",Research-Concepts-1000
1188,Initialization of a Resource with an Insecure Default,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product initializes or sets a resource with a default that is intended to be changed by the product's installer, administrator, or maintainer, but the default is not secure.",Research-Concepts-1000
1189,Improper Isolation of Shared Resources on System-on-a-Chip (SoC),No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The System-On-a-Chip (SoC) does not properly isolate shared resources between trusted and untrusted agents.,Research-Concepts-1000
1192,Improper Identifier for IP Block used in System-On-Chip (SOC),No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The System-on-Chip (SoC) does not have unique, immutable identifiers for each of its components.",Research-Concepts-1000
1204,Generation of Weak Initialization Vector (IV),No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product uses a cryptographic primitive that uses an Initialization Vector (IV), but the product does not generate IVs that are sufficiently unpredictable or unique according to the expected cryptographic requirements for that primitive.",Research-Concepts-1000
1209,Failure to Disable Reserved Bits,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The reserved bits in a hardware design are not disabled prior to production. Typically, reserved bits are used for future capabilities and should not support any functional logic in the design. However, designers might covertly use these bits to debug or further develop new capabilities in production hardware. Adversaries with access to these bits will write to them in hopes of compromising hardware state.",Research-Concepts-1000
1221,Incorrect Register Defaults or Module Parameters,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,Hardware description language code incorrectly defines register defaults or hardware Intellectual Property (IP) parameters to insecure values.,Research-Concepts-1000
1222,Insufficient Granularity of Address Regions Protected by Register Locks,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product defines a large address region protected from modification by the same register lock control bit. This results in a conflict between the functional requirement that some addresses need to be writable by software during operation and the security requirement that the system configuration lock bit must be set during the boot process.,Research-Concepts-1000
1223,Race Condition for Write-Once Attributes,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"A write-once register in hardware design is programmable by an untrusted software component earlier than the trusted software component, resulting in a race condition issue.",Research-Concepts-1000
1224,Improper Restriction of Write-Once Bit Fields,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The hardware design control register sticky bits or write-once bit fields are improperly implemented, such that they can be reprogrammed by software.",Research-Concepts-1000
1229,Creation of Emergent Resource,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product manages resources or behaves in a way that indirectly creates a new, distinct resource that can be used by attackers in violation of the intended policy.",Research-Concepts-1000
1231,Improper Prevention of Lock Bit Modification,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product uses a trusted lock bit for restricting access to registers, address regions, or other resources, but the product does not prevent the value of the lock bit from being modified after it has been set.",Research-Concepts-1000
1232,Improper Lock Behavior After Power State Transition,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"Register lock bit protection disables changes to system configuration once the bit is set. Some of the protected registers or lock bits become programmable after power state transitions (e.g., Entry and wake from low power sleep modes) causing the system configuration to be changeable.",Research-Concepts-1000
1233,Security-Sensitive Hardware Controls with Missing Lock Bit Protection,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product uses a register lock bit protection mechanism, but it does not ensure that the lock bit prevents modification of system registers or controls that perform changes to important hardware system configuration.",Research-Concepts-1000
1234,Hardware Internal or Debug Modes Allow Override of Locks,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,System configuration protection may be bypassed during debug mode.,Research-Concepts-1000
1235,Incorrect Use of Autoboxing and Unboxing for Performance Critical Operations,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The code uses boxed primitives, which may introduce inefficiencies into performance-critical operations.",Research-Concepts-1000
1239,Improper Zeroization of Hardware Register,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The hardware product does not properly clear sensitive information from built-in registers when the user of the hardware block changes.,Research-Concepts-1000
1240,Use of a Cryptographic Primitive with a Risky Implementation,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"To fulfill the need for a cryptographic primitive, the product implements a cryptographic algorithm using a non-standard, unproven, or disallowed/non-compliant cryptographic implementation.",Research-Concepts-1000
1241,Use of Predictable Algorithm in Random Number Generator,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The device uses an algorithm that is predictable and generates a pseudo-random number.,Research-Concepts-1000
1243,Sensitive Non-Volatile Information Not Protected During Debug,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,Access to security-sensitive information stored in fuses is not limited during debug.,Research-Concepts-1000
1244,Internal Asset Exposed to Unsafe Debug Access Level or State,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product uses physical debug or test interfaces with support for multiple access levels, but it assigns the wrong debug access level to an internal asset, providing unintended access to the asset from untrusted debug agents.",Research-Concepts-1000
1246,Improper Write Handling in Limited-write Non-Volatile Memories,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product does not implement or incorrectly implements wear leveling operations in limited-write non-volatile memories.,Research-Concepts-1000
1247,Improper Protection Against Voltage and Clock Glitches,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The device does not contain or contains incorrectly implemented circuitry or sensors to detect and mitigate voltage and clock glitches and protect sensitive information or software contained on the device.,Research-Concepts-1000
1248,Semiconductor Defects in Hardware Logic with Security-Sensitive Implications,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The security-sensitive hardware module contains semiconductor defects.,Research-Concepts-1000
1249,Application-Level Admin Tool with Inconsistent View of Underlying Operating System,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product provides an application for administrators to manage parts of the underlying operating system, but the application does not accurately identify all of the relevant entities or resources that exist in the OS; that is, the application's model of the OS's state is inconsistent with the OS's actual state.",Research-Concepts-1000
