"control_id","control_domain","control_specification","architectural_relevance.phys","architectural_relevance.network","architectural_relevance.compute","architectural_relevance.storage","architectural_relevance.app","architectural_relevance.data","corp_gov_relevance","service_delivery_model.saas","service_delivery_model.paas","service_delivery_model.iaas","supplier_relationship.service_provider","supplier_relationship.tenant_consumer","framework_mappings.aicpa_2009_tsc_map","framework_mappings.aicpa_trust_service_criteria_soc_2sm_report","framework_mappings.aicpa_2014_tsc","framework_mappings.bits_shared_assessments_aup_v5_0","framework_mappings.bits_shared_assessments_sig_v6_0","framework_mappings.canada_pipeda","framework_mappings.ccm_v1_x","framework_mappings.cobit_4_1","framework_mappings.cobit_5_0","framework_mappings.coppa","framework_mappings.csa_enterprise_architecture_formerly_trusted_cloud_initiative","framework_mappings.csa_enterprise_architecture_formerly_trusted_cloud_initiative_2","framework_mappings.csa_enterprise_architecture_formerly_trusted_cloud_initiative_3","framework_mappings.csa_guidance_v3_0","framework_mappings.enisa_iaf","framework_mappings.95_46_ec_european_union_data_protection_directive","framework_mappings.fedramp_security_controls_final_release_jan_2012_low_impact_level","framework_mappings.fedramp_security_controls_final_release_jan_2012_moderate_impact_level","framework_mappings.gapp_aug_2009","framework_mappings.hipaa_hitech_act","framework_mappings.iso_iec_27001_2005","framework_mappings.iso_iec_27001_2013","framework_mappings.jericho_forum","framework_mappings.nerc_cip","framework_mappings.nist_sp800_53_r3","framework_mappings.nist_sp800_53_r4_app_j","framework_mappings.nzism","framework_mappings.odca_um_pa_r2_0","framework_mappings.odca_um_pa_r2_0_2","framework_mappings.pci_dss_v2_0","framework_mappings.pci_dss_v3_0","framework_mappings.tenant_consumer","framework_mappings.bsi_germany","framework_mappings.mexico_federal_law_on_protection_of_personal_data_held_by_private_parties","framework_mappings.itar","framework_mappings.ferpa"
"BCR-04","Business Continuity Management & Operational Resilience
Documentation","Information system documentation (e.g., administrator and user guides, and architecture diagrams) shall be made available to authorized personnel to ensure the following:
 • Configuring, installing, and operating the information system
 • Effectively using the system’s security features","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","S3.11.0




A.2.1.0","(S3.11.0) Procedures exist to provide that personnel responsible for the design, development, implementation, and operation of systems affecting security have the qualifications and resources to fulfill their responsibilities.

(A.2.1.0) The entity has prepared an objective description of the system and its boundaries and communicated such description to authorized users.","CC1.3
CC1.4

CC2.1","","G.1.1","Schedule 1 (Section 5), 4.7 - Safeguards, Subsec. 4.7.3","OP-02","DS 9
DS 13.1","BAI08
BAI10
DSS01.01","312.8 and 312.10","SRM > Policies and Standards > Job Aid Guidelines","shared","x","Domain 7, 8","","Article 17","NIST SP 800-53 R3 CP-9
NIST SP 800-53 R3 CP-10
NIST SP 800-53 R3 SA-5","NIST SP 800-53 R3 CP-9
NIST SP 800-53 R3 CP-9 (1)
NIST SP 800-53 R3 CP-9 (3)
NIST SP 800-53 R3 CP-10
NIST SP 800-53 R3 CP-10 (2)
NIST SP 800-53 R3 CP-10 (3)
NIST SP 800-53 R3 SA-5
NIST SP 800-53 R3 SA-5 (1)
NIST SP 800-53 R3 SA-5 (3)
NIST SP 800-53 R3 SA-10
NIST SP 800-53 R3 SA-11
NIST SP 800-53 R3 SA-11 (1)","1.2.6","","Clause 4.3.3
A.10.7.4","Clause 9.2(g)","Commandment #1
Commandment #2
Commandment #4
Commandment #5
Commandment #11","CIP-005-3a - R1.3
CIP-007-3 - R9","CP-9
CP-10
SA-5
SA-10
SA-11","","10.5
13.5
17.1","","","12.1
12.2
12.3
12.4","1.1.2, 1.1.3, 2.2, 12.3
12.6","","56 (B)
57 (B)","","",""
"BCR-05","Business Continuity Management & Operational Resilience
Environmental Risks","Physical protection against damage from natural causes and disasters, as well as deliberate attacks, including fire, flood, atmospheric electrical discharge, solar induced geomagnetic storm, wind, earthquake, tsunami, explosion, nuclear accident, volcanic activity, biological hazard, civil unrest, mudslide, tectonic activity, and other forms of natural or man-made disaster shall be anticipated, designed, and have countermeasures applied.","Y","N","N","N","N","N","Y","Y","Y","Y","Y","N","A3.1.0




A3.2.0","(A3.1.0) Procedures exist to (1) identify potential threats of disruptions to systems operation that would impair system availability commitments and (2) assess the risks associated with the identified threats.

(A3.2.0) Measures to prevent or mitigate threats have been implemented consistent with the risk assessment when commercially practicable.","CC3.1

A1.1
A1.2","F.1","F.2.9, F.1.2.21, F.5.1, F.1.5.2, F.2.1, F.2.7, F.2.8","Schedule 1 (Section 5), 4.7 - Safeguards, Subsec. 4.7.3","RS-05","","DSS01.03
DSS01.04
DSS01.05","","Infra Services > Facility Security > Environmental Risk Management","provider","x","Domain 7, 8","6.07. (d)
6.08. (a)
6.09. (a)
6.09. (b)
6.09. (d)","Article 17 (1), (2)","NIST SP800-53 R3 PE-1
NIST SP800-53 R3 PE-13
NIST SP800-53 R3 PE-14
NIST SP800-53 R3 PE-15","NIST SP800-53 R3 PE-1
NIST SP800-53 R3 PE-13
NIST SP800-53 R3 PE-13 (1)
NIST SP800-53 R3 PE-13 (2)
NIST SP800-53 R3 PE-13 (3)
NIST SP800-53 R3 PE-14
NIST SP800-53 R3 PE-15
NIST SP800-53 R3 PE-18","8.2.4","45 CFR 164.308 (a)(7)(i)
45 CFR 164.310(a)(2)(ii)","A.9.1.4
A.9.2.1","A11.1.4,
A11.2.1","Commandment #1
Commandment #2
Commandment #3","CIP-004-3 R3.2","PE-1
PE-13
PE-14
PE-15
PE-18","","8.1
8.4","PA15","SGP","","3.5.2, 3.6.3, 3.7, 
5.1, 5.2, 5.3, 
6.1, 6.2,
7.1, 7.2, 
9.1, 9.2, 9.3, 9.4, 9.5, 9.6, 
9.7, 9.8, 9.9,
12.2","","","","",""
"BCR-06","Business Continuity Management & Operational Resilience
Equipment Location","To reduce the risks from environmental threats, hazards, and opportunities for unauthorized access, equipment shall be kept away from locations subject to high probability environmental risks and supplemented by redundant equipment located at a reasonable distance.","Y","N","N","N","N","N","Y","Y","Y","Y","Y","N","A3.1.0




A3.2.0","(A3.1.0) Procedures exist to (1) identify potential threats of disruptions to systems operation that would impair system availability commitments and (2) assess the risks associated with the identified threats.

(A3.2.0) Measures to prevent or mitigate threats have been implemented consistent with the risk assessment when commercially practicable.","CC3.1

A1.1
A1.2","F.1","F.2.9, F.1.2.21, F.5.1, F.1.5.2, F.2.1, F.2.7, F.2.8","Schedule 1 (Section 5), 4.7 - Safeguards, Subsec. 4.7.3","RS-06","","DSS01.04
DSS01.05","312.8 and 312.10","Infra Services > Facility Security > Environmental Risk Management","provider","x","Domain 7, 8","6.07. (d)
6.08. (a)
6.09. (a)
6.09. (b)
6.09. (d)","Article 17 (1), (2)","NIST SP800-53 R3 PE-1
NIST SP800-53 R3 PE-14
NIST SP800-53 R3 PE-15","NIST SP800-53 R3 PE-1
NIST SP800-53 R3 PE-5
NIST SP800-53 R3 PE-14
NIST SP800-53 R3 PE-15
NIST SP800-53 R3 PE-18","","45 CFR 164.310 (c)","A.9.2.1","A11.2.1","Commandment #1
Commandment #2
Commandment #3","","PE-1
PE-5
PE-14
PE-15
PE-18","","8.1","PA15","SGP","9.1.3
9.5
9.6
9.9
9.9.1","9.1.3
9.5
9.6
9.9
9.9.1, 12.2","","53 (A+)
75 (C+, A+)","","",""
"BCR-07","Business Continuity Management & Operational Resilience
Equipment Maintenance","Policies and procedures shall be established, and supporting business processes and technical measures implemented, for equipment maintenance ensuring continuity and availability of operations and support personnel.","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","A3.2.0



A4.1.0","(A3.2.0) Measures to prevent or mitigate threats have been implemented consistent with the risk assessment when commercially practicable.

(A4.1.0) The entity’s system availability and security performance is periodically reviewed and compared with the defined system availability and related security policies.","A1.1
A1.2

CC4.1","","F.2.19","","OP-04","A13.3","BAI03.10
BAI04.03
BAI04.04
DSS03.05","","Infra Services > Equipment Maintenance >","provider","x","Domain 7, 8","6.09. (h)","Article 17 (1)","NIST SP 800-53 R3 MA-2
NIST SP 800-53 R3 MA-4
NIST SP 800-53 R3 MA-5","NIST SP 800-53 R3 MA-2
NIST SP 800-53 R3 MA-2 (1)
NIST SP 800-53 R3 MA-3
NIST SP 800-53 R3 MA-3 (1)
NIST SP 800-53 R3 MA-3 (2)
NIST SP 800-53 R3 MA-3 (3)
NIST SP 800-53 R3 MA-4
NIST SP 800-53 R3 MA-4 (1)
NIST SP 800-53 R3 MA-4 (2)
NIST SP 800-53 R3 MA-5
NIST SP 800-53 R3 MA-6","5.2.3 
8.2.2 
8.2.3 
8.2.4 
8.2.5 
8.2.6 
8.2.7","45 CFR 164.310 (a)(2)(iv)","A.9.2.4","A11.2.4","Commandment #2
Commandment #5
Commandment #11","CIP-007-3 - R6.1 - R6.2 - R6.3 - R6.4","MA-2
MA-3
MA-4
MA-5
MA-6","","3.3
12.1
12.5
14.5 (software)","PA8
PA15","BSGP
SGP","","10.8, 11.6","","1 (B)","","",""
"BCR-08","Business Continuity Management & Operational Resilience
Equipment Power Failures","Protection measures shall be put into place to react to natural and man-made threats based upon a geographically-specific Business Impact Assessment","Y","Y","Y","Y","N","N","N","Y","Y","Y","Y","N","A3.2.0","(A3.2.0) Measures to prevent or mitigate threats have been implemented consistent with the risk assessment when commercially practicable.","A1.1
A1.2","F.1","F.1.6, F.1.6.1, F.1.6.2, F.1.9.2, F.2.10, F.2.11, F.2.12","Schedule 1 (Section 5), 4.7 - Safeguards, Subsec. 4.7.3","RS-07","","DSS01.04
DSS01.05
DSS04.01
DSS04.02
DSS04.03","312.8 and 312.10","Infra Services > Facility Security > Environmental Risk Management","provider","x","Domain 7, 8","6.08. (a)
6.09. (e)
6.09. (f)","Article 17 (1), (2)","NIST SP800-53 R3 PE-1
NIST SP800-53 R3 PE-12
NIST SP800-53 R3 PE-13
NIST SP800-53 R3 PE-14","NIST SP800-53 R3 CP-8
NIST SP800-53 R3 CP-8 (1)
NIST SP800-53 R3 CP-8 (2)
NIST SP800-53 R3 PE-1
NIST SP800-53 R3 PE-9
NIST SP800-53 R3 PE-10
NIST SP800-53 R3 PE-11
NIST SP800-53 R3 PE-12
NIST SP800-53 R3 PE-13
NIST SP800-53 R3 PE-13 (1)
NIST SP800-53 R3 PE-13 (2)
NIST SP800-53 R3 PE-13 (3)
NIST SP800-53 R3 PE-14","","","A.9.2.2
A.9.2.3
A 9.2.4","A.11.2.2,
A.11.2.3,
A.11.2.4","Commandment #1
Commandment #2
Commandment #3","","CP-8
PE-1
PE-9
PE-10
PE-11
PE-12
PE-13
PE-14","","8.1
8.2
8.3
8.4","PA15","SGP","","","","54 (A+)","","",""
"BCR-09","Business Continuity Management & Operational Resilience
Impact Analysis","There shall be a defined and documented method for determining the impact of any disruption to the organization (cloud provider, cloud consumer) that must incorporate the following:
 • Identify critical products and services
 • Identify all dependencies, including processes, applications, business partners, and third party service providers
 • Understand threats to critical products and services
 • Determine impacts resulting from planned or unplanned disruptions and how these vary over time
 • Establish the maximum tolerable period for disruption
 • Establish priorities for recovery
 • Establish recovery time objectives for resumption of critical products and services within their maximum tolerable period of disruption
 • Estimate the resources required for resumption","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","A3.1.0




A3.3.0




A3.4.0","(A3.1.0) Procedures exist to (1) identify potential threats of disruptions to systems operation that would impair system availability commitments and (2) assess the risks associated with the identified threats.

(A3.3.0) Procedures exist to provide for backup, offsite storage, restoration, and disaster recovery consistent with the entity’s defined system availability and related security policies.

(A3.4.0) Procedures exist to provide for the integrity of backup data and systems maintained to support the entity’s defined system availability and related security policies.","CC3.1

A1.2

A1.3","","K.2","","RS-02","","BAI06.01
BAI10.01
BAI10.02
BAI10.03
DSS04.01
DSS04.02","","ITOS > Service Delivery  > Information Technology Resiliency  - Resiliency Analysis","provider","x","Domain 7, 8","6.02. (a)
6.03.03. (c)
6.07. (a)
6.07. (b)
6.07. (c)","Article 17 (1), (2)","NIST SP 800-53 R3 CP-1
NIST SP 800-53 R3 CP-2
NIST SP 800-53 R3 RA-3","NIST SP 800-53 R3 CP-1
NIST SP 800-53 R3 CP-2
NIST SP 800-53 R3 RA-3","","45 CFR 164.308 (a)(7)(ii)(E)","ISO/IEC 27001:2005
A.14.1.2
A 14.1.4","A.17.1.1
A.17.1.2","Commandment #1
Commandment #2
Commandment #3","CIP-007-3 - R8 - R8.1 - R8.2 - R8.3","RA-3","","6.4","PA8
PA15","BSGP
SGP","","","X","","","",""
"BCR-10","Business Continuity Management & Operational Resilience
Policy","Policies and procedures shall be established, and supporting business 
processes and technical measures implemented, for appropriate IT 
governance and service management to ensure appropriate planning, 
delivery and support of the organization's IT capabilities supporting 
business functions, workforce, and/or customers based on industry 
acceptable standards (i.e., ITIL v4 and COBIT 5). Additionally, policies
 and procedures shall include defined roles and responsibilities 
supported by regular workforce training.","N","N","N","N","N","Y","Y","Y","Y","Y","Y","N","S2.3.0","(S2.3.0) Responsibility and accountability for the entity’s system availability, confidentiality of data, processing integrity, system security and related security policies and changes and updates to those policies are communicated to entity personnel responsible for implementing them.","CC3.2","","G.1.1","","OP-01","DS13.1","APO01
APO07.01
APO07.03
APO09.03
DSS01.01","","SRM > Policies and Standards > Operational Security Baselines","shared","x","Domain 7, 8","6.03. (c)","","NIST SP 800-53 R3 CM-2
NIST SP 800-53 R3 CM-4
NIST SP 800-53 R3 CM-6
NIST SP 800-53 R3 MA-4
NIST SP 800-53 R3 SA-3
NIST SP 800-53 R3 SA-4
NIST SP 800-53 R3 SA-5","NIST SP 800-53 R3 CM-2
NIST SP 800-53 R3 CM-2 (1)
NIST SP 800-53 R3 CM-2 (3)
NIST SP 800-53 R3 CM-2 (5)
NIST SP 800-53 R3 CM-3
NIST SP 800-53 R3 CM-3 (2)
NIST SP 800-53 R3 CM-4
NIST SP 800-53 R3 CM-5
NIST SP 800-53 R3 CM-6
NIST SP 800-53 R3 CM-6 (1)
NIST SP 800-53 R3 CM-6 (3)
NIST SP 800-53 R3 CM-9
NIST SP 800-53 R3 MA-4
NIST SP 800-53 R3 MA-4 (1)
NIST SP 800-53 R3 MA-4 (2)
NIST SP 800-53 R3 SA-3
NIST SP 800-53 R3 SA-4
NIST SP 800-53 R3 SA-4 (1)
NIST SP 800-53 R3 SA-4 (4)
NIST SP 800-53 R3 SA-4 (7)
NIST SP 800-53 R3 SA-5
NIST SP 800-53 R3 SA-5 (1)
NIST SP 800-53 R3 SA-5 (3)
NIST SP 800-53 R3 SA-8
NIST SP 800-53 R3 SA-10
NIST SP 800-53 R3 SA-11
NIST SP 800-53 R3 SA-11 (1)
NIST SP 800-53 R3 SA-12","8.2.1","","Clause 5.1
A 8.1.1
A.8.2.1
A 8.2.2
A.10.1.1","Clause 5.1(h)
A.6.1.1
A.7.2.1
A.7.2.2
A.12.1.1","Commandment #1
Commandment #2
Commandment #3
Commandment #6
Commandment #7","","CM-2
CM-3
CM-4
CM-5
CM-6
CM-9
MA-4
SA-3
SA-4
SA-5
SA-8
SA-10
SA-11
SA-12","","","","","12.1
12.2
12.3
12.4","4.3, 10.8,
11.1.2,
12.1
12.2
12.3
12.4
 12.5, 12.5.3, 
12.6, 12.6.2,
12.10","","45 (B)","","",""
"BCR-11","Business Continuity Management & Operational Resilience
Retention Policy","Policies and procedures shall be established, and supporting business processes and technical measures implemented, for defining and adhering to the retention period of any critical asset as per established policies and procedures, as well as applicable legal, statutory, or regulatory compliance obligations. Backup and recovery measures shall be incorporated as part of business continuity planning and tested accordingly for effectiveness.","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","A3.3.0




A3.4.0



I3.20.0



I3.21.0","(A3.3.0) Procedures exist to provide for backup, offsite storage, restoration, and disaster recovery consistent with the entity’s defined system availability and related security policies.

(A3.4.0) Procedures exist to provide for the integrity of backup data and systems maintained to support the entity’s defined system availability and related security policies.

(I3.20.0) Procedures exist to provide for restoration and disaster recovery consistent with the entity’s defined processing integrity policies.

(I3.21.0) Procedures exist to provide for the completeness, accuracy, and timeliness of backup data and systems.","A1.2

A1.3



I3.21","","D.2.2.9","Schedule 1 (Section 5) 4.5 - Limiting Use, Disclosure and Retention, Subsec. 4.5.2","DG-04","DS 4.1
DS 4.2
DS 4.5
DS 4.9
DS 11.6","BAI09.01
BAI09.02
BAI09.03
DSS04.01
DSS04.02
DSS04.03
DSS04.04
DSS04.07
MEA03.01","312.3","BOSS > Data Governance > Data Retention Rules","shared","x","Domain 5","6.03. (h)
6.07.01. (c)","Article 6(1) e","NIST SP 800-53 R3 CP-2
NIST SP 800-53 R3 CP-9","NIST SP 800-53 R3 CP-2
NIST SP 800-53 R3 CP-2 (1)
NIST SP 800-53 R3 CP-2 (2)
NIST SP 800-53 R3 CP-6
NIST SP 800-53 R3 CP-6 (1)
NIST SP 800-53 R3 CP-6 (3)
NIST SP 800-53 R3 CP-7
NIST SP 800-53 R3 CP-7 (1)
NIST SP 800-53 R3 CP-7 (2)
NIST SP 800-53 R3 CP-7 (3)
NIST SP 800-53 R3 CP-7 (5)
NIST SP 800-53 R3 CP-8
NIST SP 800-53 R3 CP-8 (1)
NIST SP 800-53 R3 CP-8 (2)
NIST SP 800-53 R3 CP-9
NIST SP 800-53 R3 CP-9 (1)
NIST SP 800-53 R3 CP-9 (3)","5.1.0
5.1.1
5.2.2
8.2.6","45 CFR 164.308 (a)(7)(ii)(A)
45 CFR 164.310 (d)(2)(iv)
45 CFR 164.308(a)(7)(ii)(D)
45 CFR 164.316(b)(2)(i) (New)","Clause 4.3.3
A.10.5.1
A.10.7.3","Clauses
9.2(g)
7.5.3(b)
5.2 (c)
7.5.3(d)
5.3(a)
5.3(b)
8.1
8.3
A.12.3.1
A.8.2.3","Commandment #11","CIP-003-3 - R4.1","CP-2
CP-6
CP-7
CP-8
CP-9
SI-12
AU-11","FTC Fair Information Principles

Integrity/Security

Security involves both managerial and technical measures to protect against loss and the unauthorized access, destruction, use, or disclosure of the data.(49) Managerial measures include internal organizational measures that limit access to data and ensure that those individuals with access do not utilize the data for unauthorized purposes. Technical security measures to prevent unauthorized access include encryption in the transmission and storage of data; limits on access through use of passwords; and the storage of data on secure servers or computers . -  http://www.ftc.gov/reports/privacy3/fairinfo.shtm","6.4
13.1","PA10
PA29","BSGP
SGP","3.1
3.1.1
3.2
9.9.1
9.5
9.6
10.7","3.1
3.1.a
3.2
9.9.1
9.5. 9.5.1
9.6. 9.7, 9.8
10.7, 12.10.1","X","36 (B)","Chapter II
Article 11, 13","EAR 15 § 762.6 Period of Retention
EAR 15 CFR § 786.2   Recordkeeping",""
"CCC-01","Change Control & Configuration Management
New Development / Acquisition","Policies and procedures shall be established, and supporting business processes and technical measures implemented, to ensure the development and/or acquisition of new data, physical or virtual applications, infrastructure network and systems components, or any corporate, operations and/or datacenter facilities have been pre-authorized by the organization's business leadership or other accountable business role or function.","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","S3.12.0



S3.10.0




S3.13.0","(S3.12.0) Procedures exist to maintain system components, including configurations consistent with the defined system security policies.

(S3.10.0) Design, acquisition, implementation, configuration, modification, and management of infrastructure and software are consistent with defined system security policies.

(S3.13.0) Procedures exist to provide that only authorized, tested, and documented changes are made to the system.","CC7.2

CC7.1

CC7.4","I.2","I.1.1, I.1.2, I.2. 7.2, I.2.8, I.2.9, I.2.10, I.2.13, I.2.14, I.2.15, I.2.18, I.2.22.6, L.5","Schedule 1 (Section 5), 4.7 - Safeguards, Subsec. 4.7.3","RM-01","A12
A16.1","APO01.02
APO01.06
BAI02.04
BAI06.01","","ITOS > IT Operation > Architecture Governance","shared","x","None","6.03. (a)","","NIST SP 800-53 R3 CA-1
NIST SP 800-53 R3 CM-1
NIST SP 800-53 R3 PL-1
NIST SP 800-53 R3 PL-2
NIST SP 800-53 R3 SA-1
NIST SP 800-53 R3 SA-3
NIST SP 800-53 R3 SA-4","NIST SP 800-53 R3 CA-1
NIST SP 800-53 R3 CM-1
NIST SP 800-53 R3 CM-9
NIST SP 800-53 R3 PL-1
NIST SP 800-53 R3 PL-2
NIST SP 800-53 R3 SA-1
NIST SP 800-53 R3 SA-3
NIST SP 800-53 R3 SA-4
NIST SP 800-53 R3 SA-4 (1)
NIST SP 800-53 R3 SA-4 (4)
NIST SP 800-53 R3 SA-4 (7)","1.2.6","","A.6.1.4
A.6.2.1
A.12.1.1
A.12.4.1
A.12.4.2
A.12.4.3
A.12.5.5
A.15.1.3
A.15.1.4","A.14.1.1
A.12.5.1
A.14.3.1
A.9.4.5
8.1* (partial) A.14.2.7
A.18.1.3
A.18.1.4","Commandment #1
Commandment #2
Commandment #3","","CA-1
CM-1
CM-9
PL-1
PL-2
SA-1
SA-3
SA-4","","12.1","","","6.3.2","6.3.2, 12.3.4","","","","",""
"CCC-02","Change Control & Configuration Management
Outsourced Development","External business partners shall adhere to the same policies and procedures for change management, release, and testing as internal developers within the organization (e.g. ITIL service management processes).","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","S3.10.0





S3.13","(S3.10.0) Design, acquisition, implementation, configuration, modification, and management of infrastructure and software are consistent with defined system availability, confidentiality of data, processing integrity, systems security and related security policies.

(S3.13) Procedures exist to provide that only authorized, tested, and documented changes are made to the system.","CC7.1

CC7.4","C.2
I.1
I.2
I.4","C.2.4, G.4, G6, I.1, I.4.4, I.4.5, I.2.7.2, I.2.8, I.2.9, I.2.15, I.2.18, I.2.22.6, I.2.7.1, I.2.13, I.2.14, I.2.17, I.2.20, I.2.22.2, I.2.22.4, I.2.22.7, I.2.22.8, I.2.22.9, I.2.22.10, I.2.22.11, I.2.22.12, I.2.22.13, I.2.22.14, I.3, J.1.2.10, L.7, L.9, L.10","Schedule 1 (Section 5), 4.7 - Safeguards, Subsec. 4.7.3","RM-04","","APO07.06
APO09.03
APO09.04
APO10.01
APO10.04
APO10.05
APO11.01
APO11.02
APO11.04
APO11.05","","ITOS > IT Operation > Architecture Governance","shared","x","None","","","NIST SP 800-53 R3 SA-4
NIST SP 800-53 R3 SA-5
NIST SP 800-53 R3 SA-9","NIST SP 800-53 R3 SA-4
NIST SP 800-53 R3 SA-4 (1)
NIST SP 800-53 R3 SA-4 (4)
NIST SP 800-53 R3 SA-4 (7)
NIST SP 800-53 R3 SA-5
NIST SP 800-53 R3 SA-5 (1)
NIST SP 800-53 R3 SA-5 (3)
NIST SP 800-53 R3 SA-8
NIST SP 800-53 R3 SA-9
NIST SP 800-53 R3 SA-9 (1)
NIST SP 800-53 R3 SA-10
NIST SP 800-53 R3 SA-11
NIST SP 800-53 R3 SA-11 (1)
NIST SP 800-53 R3 SA-12","","","A.6.1.8
A.6.2.1
A.6.2.3
A.10.1.4
A.10.2.1
A.10.2.2
A.10.2.3
A.10.3.2
A.12.1.1
A.12.2.1
A.12.2.2
A.12.2.3
A.12.2.4
A.12.4.1
A.12.4.2
A.12.4.3
A.12.5.1
A.12.5.2
A.12.5.3
A.12.5.5
A.12.6.1
A.13.1.2
A.15.2.1
A.15.2.2","A18.2.1
A.15.1.2
A.12.1.4
8.1* (partial)
8.1* (partial)  A.15.2.1
8.1* (partial)  A.15.2.2
A.14.2.9
A.14.1.1
A.12.5.1
A.14.3.1
A.9.4.5
8.1* (partial) A.14.2.2
8.1* (partial) A.14.2.3
8.1* (partial) A.14.2.4
8.1* (partial) A.14.2.7
A.12.6.1
A.16.13
A.18.2.2
A.18.2.3","Commandment #1
Commandment #2
Commandment #3","","SA-4
SA-5
SA-8
SA-9
SA-10
SA-11
SA-12
SA-13","","2.2
4.1","PA17","SGP","3.6.7
6.4.5.2
7.1.3
8.5.1
9.1
9.1.2
9.2b
9.3.1
10.5.2
11.5
12.3.1
12.3.3","2.1, 2.2.4, 2.3, 2.5
3.3, 3.4, 3.6
4.1, 4.2
6.3.1, 6.3.2, 6.4.2, 6.4.3, 6.4.4, 6.4.5.2
6.7
7.1, 7.1.3, 7.1.4
8.3, 8.5.1, 8.7
9.1
9.1.2
9.2
10.5
11.5
12.3
12.8","X","27 (B)","","",""
