"requirement_id","module","name","cia","applicable_threats"
"INF.2.A21","INF.2_","Alternate Data Centre","A","G 0.6|G 0.7|G 0.8|G 0.10|G 0.11|G 0.34"
"INF.2.A22","INF.2_","Implementation of Dust-Protection Measures","IA","G 0.2|G 0.3"
"INF.2.A23","INF.2_","Appropriate Design of Data Centre Cabling","A","G 0.8|G 0.10|G 0.15|G 0.26|G 0.30|G 0.41"
"INF.2.A24","INF.2_","Use of Video Monitoring Systems","IA","G 0.16|G 0.29|G 0.30|G 0.41"
"INF.2.A25","INF.2_","Redundant Design of Uninterruptible Power Supplies","A","G 0.8"
"INF.2.A26","INF.2_","Redundant Design of Emergency Power Systems","A","G 0.8"
"INF.2.A28","INF.2_","Use of Higher-Level Alarm Systems","IA","G 0.1|G 0.2|G 0.4|G 0.6|G 0.7|G 0.8|G 0.10|G 0.16|G 0.24|G 0.25|G 0.26|G 0.30|G 0.31|G 0.34|G 0.41|G 0.44"
"INF.2.A29","INF.2_","Avoidance and Monitoring of Unnecessary Wiring","","G 0.3|G 0.24|G 0.25"
"INF.2.A30","INF.2_","Systems for Extinguishing or Preventing Fires","","G 0.1|G 0.8|G 0.10|G 0.24|G 0.25"
"INF.5.A1","INF.5","Planning the Room Protection","","G 0.18"
"INF.5.A2","INF.5","Location and Size of the Technical Infrastructure Room","","G 0.1|G 0.2|G 0.3|G 0.4|G 0.5"
"INF.5.A3","INF.5","Site Access Regulations and Control","","G 0.24|G 0.26|G 0.41|G 0.44"
"INF.5.A4","INF.5","Protection Against Intrusion","","G 0.8|G 0.10|G 0.24|G 0.26|G 0.41"
"INF.5.A5","INF.5","Avoidance of and Protection Against Electromagnetic Interference Field","","G 0.25|G 0.26"
"INF.5.A6","INF.5","Minimising Fire Loads","","G 0.1|G 0.4|G 0.8|G 0.10|G 0.24|G 0.25|G 0.26"
"INF.5.A7","INF.5","Prevention of Incorrect Use","","G 0.1|G 0.3|G 0.4|G 0.24|G 0.25|G 0.26|G 0.44"
"INF.5.A8","INF.5","Avoidance of Uncontrolled Electrostatic Discharge","","G 0.8|G 0.25"
"INF.5.A9","INF.5","Power Supply","","G 0.1|G 0.8|G 0.24|G 0.25"
"INF.5.A10","INF.5","Maintenance of Air Temperature and Humidity","","G 0.2|G 0.4|G 0.24|G 0.25|G 0.26"
"INF.5.A11","INF.5","Avoidance of Pipes with Hazardous Liquids and Gases","","G 0.1|G 0.3|G 0.4|G 0.8|G 0.10|G 0.24|G 0.25|G 0.26"
"INF.5.A12","INF.5","Protection Against Accidental Damage to Supply Lines","","G 0.3|G 0.4|G 0.8|G 0.10|G 0.18|G 0.41"
"INF.5.A13","INF.5","Protection Against Fire and Smoke Damage","","G 0.1|G 0.4|G 0.24|G 0.25|G 0.26|G 0.29"
"INF.5.A14","INF.5","Minimising Fire Hazards from Neighbouring Areas","","G 0.1|G 0.4|G 0.8|G 0.10|G 0.24|G 0.25|G 0.26"
"INF.5.A15","INF.5","Lightning and Overvoltage Protection","","G 0.5|G 0.8|G 0.10|G 0.24|G 0.25|G 0.26"
"INF.5.A16","INF.5","Use of an Uninterruptible Power Supply","","G 0.8|G 0.10|G 0.24|G 0.25"
"INF.5.A17","INF.5","Inspection and Maintenance of Infrastructure","","G 0.5|G 0.8|G 0.10|G 0.24|G 0.25|G 0.26|G 0.41"
"INF.5.A18","INF.5","Location of the Technical Infrastructure Room","CA","G 0.1|G 0.2|G 0.3|G 0.4|G 0.5"
"INF.5.A19","INF.5","Redundancy of the Technical Infrastructure Room","A","G 0.8|G 0.10|G 0.24|G 0.25|G 0.26"
"INF.5.A20","INF.5","Enhanced Protection Against Intrusion and Sabotage","CIA","G 0.8|G 0.10|G 0.24|G 0.25|G 0.41|G 0.44"
"INF.5.A22","INF.5","Redundant Power Supply Design","A","G 0.8|G 0.10|G 0.24|G 0.25"
"INF.5.A23","INF.5","Emergency Power Systems","A","G 0.8|G 0.10|G 0.11|G 0.24|G 0.25|G 0.26"
"INF.5.A24","INF.5","Ventilation and Cooling","A","G 0.2|G 0.4|G 0.8|G 0.10|G 0.11|G 0.24|G 0.25|G 0.26"
"INF.5.A25","INF.5","Increased Protection Against Fire and Smoke Damage","A","G 0.1|G 0.4|G 0.8|G 0.10|G 0.24|G 0.25|G 0.26"
"INF.5.A26","INF.5","Monitoring of the Power Supply","A","G 0.8|G 0.10|G 0.25|G 0.26"
"INF.6.A1","INF.6","Hand-Held Fire Extinguishers","","G 0.1|G 0.44"
"INF.6.A2","INF.6","Site Access Regulations and Control","","G 0.16|G 0.19|G 0.21|G 0.24|G 0.32|G 0.44|G 0.46"
"INF.6.A3","INF.6","Protection Against Dust and Other Contamination","","G 0.1|G 0.4|G 0.16|G 0.19|G 0.21|G 0.24|G 0.44|G 0.46"
"INF.6.A4","INF.6","Closed Windows and Locked Doors","","G 0.1|G 0.3|G 0.4|G 0.16|G 0.19|G 0.21|G 0.24|G 0.32|G 0.46"
"INF.6.A5","INF.6","Using Protective Cabinets","","G 0.16"
"INF.6.A6","INF.6","Avoidance of Water Pipes","","G 0.3|G 0.45"
"INF.6.A7","INF.6","Compliance with Climatic Requirements","","G 0.2"
"INF.6.A8","INF.6","Secure Doors and Windows","","G 0.1|G 0.3|G 0.16|G 0.19|G 0.21|G 0.24|G 0.32|G 0.44|G 0.46"
"INF.6.A9","INF.6","Alarm System","CIA","G 0.1|G 0.3|G 0.44"
"INF.7.A1","INF.7","Suitable Selection and Use of an Office Room","","G 0.2|G 0.14|G 0.15|G 0.16|G 0.18|G 0.24|G 0.44"
"INF.7.A2","INF.7","Closed Windows and Locked Doors","","G 0.14|G 0.16|G 0.22|G 0.23|G 0.24|G 0.30|G 0.44|G 0.46"
"INF.7.A3","INF.7","Exposed Cable","","G 0.18"
"INF.7.A5","INF.7","Workplace Ergonomics","","G 0.22|G 0.46"
"INF.7.A6","INF.7","Workplace Cleanliness","","G 0.14|G 0.22|G 0.46"
"INF.7.A7","INF.7","Suitable Storage of Official Documents and Storage Media","","G 0.14|G 0.15|G 0.16|G 0.21|G 0.22|G 0.23|G 0.46"
"INF.7.A8","INF.7","Use of Anti-Theft Devices","CIA","G 0.16"
"INF.8.A1","INF.8","Securing Official Documents at the Home Workplace","","G 0.2|G 0.4|G 0.14|G 0.16|G 0.17|G 0.19|G 0.22|G 0.41"
"INF.8.A2","INF.8","Transporting Working Material to the Home Workplace","","G 0.14|G 0.16|G 0.17|G 0.19|G 0.22"
"INF.8.A3","INF.8","Protection Against Unauthorised Access to the Home Workplace","","G 0.15|G 0.16|G 0.17|G 0.19|G 0.24|G 0.32|G 0.41|G 0.44"
"INF.8.A4","INF.8","Suitable Configuration of the Home Workplace","","G 0.1|G 0.2|G 0.3|G 0.4|G 0.13|G 0.14|G 0.15|G 0.16|G 0.19|G 0.22|G 0.23|G 0.24|G 0.30|G 0.32|G 0.41|G 0.44"
"INF.8.A5","INF.8","Disposal of Confidential Information at the Home Workplace","","G 0.14|G 0.17|G 0.19"
"INF.8.A6","INF.8","Handling Official Documents with Increased Protection Needs at the Home Workplace","CIA","G 0.1|G 0.2|G 0.3|G 0.4|G 0.13|G 0.14|G 0.15|G 0.16|G 0.17|G 0.19|G 0.22|G 0.23|G 0.24|G 0.30|G 0.32|G 0.41|G 0.44"
"INF.9.A1","INF.9","Appropriate Selection and Usage of a Mobile Workplace","","G 0.14|G 0.16|G 0.18|G 0.19|G 0.21|G 0.22|G 0.25"
"INF.9.A2","INF.9","Regulations for Mobile Workplaces","","G 0.14|G 0.16|G 0.18|G 0.19|G 0.21|G 0.22|G 0.23|G 0.24|G 0.25|G 0.29|G 0.30|G 0.31|G 0.44|G 0.45"
"INF.9.A3","INF.9","Site and Data Access Protection","","G 0.14|G 0.16|G 0.19|G 0.21|G 0.22|G 0.24|G 0.30|G 0.44|G 0.46"
"INF.9.A4","INF.9","Working with External IT Systems","","G 0.19|G 0.22|G 0.30|G 0.31|G 0.46"
"INF.9.A5","INF.9","Prompt Reporting of a Loss","","G 0.14|G 0.19"
"INF.9.A6","INF.9","Disposal of Confidential Information","","G 0.14|G 0.18|G 0.19|G 0.46"
"INF.9.A7","INF.9","Legal Framework Conditions for Mobile Working","","G 0.29"
"INF.9.A8","INF.9","Security Policy for Mobile Workplaces","","G 0.14|G 0.18|G 0.19|G 0.21|G 0.22|G 0.23|G 0.29|G 0.30|G 0.31|G 0.46"
"INF.9.A9","INF.9","Encryption of Portable IT Systems and Storage Media","","G 0.14|G 0.16|G 0.17|G 0.19|G 0.22"
"INF.9.A10","INF.9","Use of Anti-Theft Devices","CIA","G 0.16|G 0.23|G 0.30|G 0.31|G 0.45"
"INF.9.A11","INF.9","Prohibiting Use of Insecure Environments","CIA","G 0.14|G 0.19|G 0.25|G 0.29"
"INF.9.A12","INF.9","Using a Screen Protector","","G 0.14|G 0.19|G 0.22|G 0.30|G 0.31|G 0.45|G 0.46"
"ISMS.1.A1","ISMS.1","Acceptance of Overall Responsibility for Information Security by Top Management","","G 0.18|G 0.27"
"ISMS.1.A2","ISMS.1","Defining Security Objectives and Strategy","","G 0.18"
"ISMS.1.A3","ISMS.1","Drawing Up an Information Security Policy","","G 0.18"
"ISMS.1.A4","ISMS.1","Appointment of a Chief Information Security Officer","","G 0.18|G 0.27"
"ISMS.1.A5","ISMS.1","Contract Design When Appointing an External Chief Information Security Officer","","G 0.18"
"ISMS.1.A6","ISMS.1","Establishment of a Suitable Organisational Structure for Information Security","","G 0.18"
"ISMS.1.A7","ISMS.1","Definition of Security Safeguards","","G 0.18"
"ISMS.1.A8","ISMS.1","Integration of Employees into the Security Process","","G 0.18|G 0.29"
"ISMS.1.A9","ISMS.1","Integrating Information Security into Organisation-Wide Procedures and Processes","","G 0.18"
"ISMS.1.A10","ISMS.1","Drawing Up a Security Concept","","G 0.18"
"ISMS.1.A11","ISMS.1","Continuity of Information Security","","G 0.18|G 0.29"
"ISMS.1.A12","ISMS.1","Management Reports on Information Security","","G 0.29"
"ISMS.1.A13","ISMS.1","Documentation of the Security Process","","G 0.18"
"ISMS.1.A15","ISMS.1","Cost-Effective Use of Resources for Information Security","","G 0.18|G 0.29"
"ISMS.1.A16","ISMS.1","Creating Target-Group-Orientated Security Policies","CIA","G 0.18|G 0.27"
"ISMS.1.A17","ISMS.1","Taking Out Insurance","A","G 0.18"
"NET.1.1.A1","NET.1.1","Security Policy for the Network","","G 0.29"
"NET.1.1.A2","NET.1.1","Documentation of the Network","","G 0.29"
"NET.1.1.A3","NET.1.1","Specification of Network Requirements","","G 0.18|G 0.29"
"NET.1.1.A4","NET.1.1","Network Separation into Zones","","G 0.19|G 0.22|G 0.30"
"NET.1.1.A5","NET.1.1","Client-Server Segmentation","","G 0.19|G 0.22|G 0.30"
"NET.1.1.A6","NET.1.1","End Device Segmentation in the Internal Network","","G 0.19|G 0.22|G 0.30"
"NET.1.1.A7","NET.1.1","Protection of Sensitive Information","","G 0.15|G 0.43|G 0.46"
"NET.1.1.A8","NET.1.1","Basic Protection of Internet Access","","G 0.23|G 0.30"
"NET.1.1.A9","NET.1.1","Basic Protection of Communication with Untrusted Networks","","G 0.23|G 0.30|G 0.46"
"NET.1.1.A10","NET.1.1","DMZ Segmentation for Access from the Internet","","G 0.19|G 0.22|G 0.30"
"NET.1.1.A11","NET.1.1","Protection of Communications Entering the Internal Network from the Interne","","G 0.18|G 0.19|G 0.22|G 0.23|G 0.29|G 0.30|G 0.40|G 0.43"
"NET.1.1.A12","NET.1.1","Protection of Outgoing Internal Communication to the Internet","","G 0.19|G 0.23|G 0.30"
"NET.1.1.A13","NET.1.1","Network Planning","","G 0.18"
"NET.1.1.A14","NET.1.1","Implementation of Network Planning","","G 0.9|G 0.11|G 0.18|G 0.19|G 0.22|G 0.23|G 0.27|G 0.29|G 0.30|G 0.40"
"NET.1.1.A15","NET.1.1","Regular Gap Analysis","","G 0.29"
"NET.1.1.A16","NET.1.1","Specification of Network Architecture","","G 0.18|G 0.29"
"NET.1.1.A17","NET.1.1","Specification of Network Design","","G 0.29"
"NET.1.1.A18","NET.1.1","P-A-P Structure for the Internet Connection","","G 0.19|G 0.22|G 0.30"
"NET.1.1.A19","NET.1.1","Separation of Infrastructure Services","","G 0.19|G 0.22|G 0.30"
"NET.1.1.A20","NET.1.1","Allocation of Dedicated Sub-Networks for IPv4/IPv6 End Device Groups","","G 0.18|G 0.27"
"NET.1.1.A21","NET.1.1","Separation of the Management Area","","G 0.18|G 0.22|G 0.23|G 0.30"
"NET.1.1.A22","NET.1.1","Specification of the Segmentation Concept","","G 0.9|G 0.19|G 0.22|G 0.30"
"NET.1.1.A23","NET.1.1","Separation of Network Segments","","G 0.19|G 0.22|G 0.30|G 0.40"
"NET.1.1.A24","NET.1.1","Secure Logical Separation using VLAN","","G 0.19|G 0.22|G 0.30"
"NET.1.1.A25","NET.1.1","Detailed and Implementation Planning of Network Architecture and Design","","G 0.9|G 0.11|G 0.18|G 0.19|G 0.22|G 0.23|G 0.27|G 0.29|G 0.30|G 0.40"
"NET.1.1.A26","NET.1.1","Specification of Operating Processes for the Network","","G 0.18|G 0.29"
"NET.1.1.A27","NET.1.1","Integration of Network Architecture into Contingency Planning","","G 0.29"
"NET.1.1.A28","NET.1.1","High-Availability Network and Security Components","A","G 0.25"
"NET.1.1.A29","NET.1.1","Implementing Network Connections for High Availability","A","G 0.9|G 0.11|G 0.25|G 0.40"
"NET.1.1.A30","NET.1.1","Protection Against Distributed Denial of Service","A","G 0.9|G 0.11|G 0.40"
"NET.1.1.A31","NET.1.1","Physical Separation of Network Segments","CIA","G 0.19|G 0.22|G 0.30"
"NET.1.1.A32","NET.1.1","Physical Separation of Management Network Segments","CIA","G 0.19|G 0.22|G 0.30"
"NET.1.1.A33","NET.1.1","Micro-Segmentation of the Network","CIA","G 0.19|G 0.22|G 0.30"
"NET.1.1.A34","NET.1.1","Use of Cryptographic Methods at the Network Level","CI","G 0.15|G 0.43"
"NET.1.1.A35","NET.1.1","Use of Network-Based DLP","CI","G 0.19"
"NET.1.1.A36","NET.1.1","Separation by Means of VLAN for Very High Protection Requirements","CIA","G 0.29"
"NET.1.2.A1","NET.1.2","Network Management Planning","","G 0.18"
"NET.1.2.A2","NET.1.2","Specification of Network Management Requirements","","G 0.18|G 0.29"
"NET.1.2.A6","NET.1.2","Regular Backups","","G 0.45"
"NET.1.2.A7","NET.1.2","Basic Logging of Events","","G 0.29|G 0.37"
"NET.1.2.A8","NET.1.2","Time Synchronisation","","G 0.29|G 0.37"
"NET.1.2.A9","NET.1.2","Protection of Network Management Communication and Access to Network Management Tools","","G 0.15|G 0.30|G 0.43|G 0.46"
"NET.1.2.A10","NET.1.2","Limitation of SNMP Communication","","G 0.15|G 0.30|G 0.32"
"NET.1.2.A11","NET.1.2","Definition of a Security Policy for Network Management","","G 0.30"
"NET.1.2.A12","NET.1.2","Current Inventory and Documentation of Network Management","","G 0.29"
"NET.1.2.A13","NET.1.2","Drawing Up a Network Management Concept","","G 0.18|G 0.29"
"NET.1.2.A14","NET.1.2","Detailed and Implementation Planning","","G 0.15|G 0.18|G 0.19|G 0.23|G 0.25|G 0.27|G 0.29|G 0.30"
"NET.1.2.A15","NET.1.2","Concept for Secure Operation of Network Management Infrastructure","","G 0.18|G 0.29"
"NET.1.2.A16","NET.1.2","Setup and Configuration of Network Management Solutions","","G 0.23|G 0.25|G 0.29|G 0.30"
"NET.1.2.A17","NET.1.2","Regular Gap Analysis within the Framework of Network Management","","G 0.29"
"NET.1.2.A18","NET.1.2","Training Measures for Management Solutions","","G 0.26|G 0.29|G 0.31"
"NET.1.2.A21","NET.1.2","Decoupling of Network Management Communication","","G 0.15|G 0.19|G 0.23|G 0.30"
"NET.1.2.A22","NET.1.2","Restriction of Management Functions","","G 0.23|G 0.30"
"NET.1.2.A24","NET.1.2","Central Configuration Management for Network Components","","G 0.25|G 0.31"
"NET.1.2.A25","NET.1.2","Status Monitoring for Network Components","","G 0.25|G 0.26|G 0.27"
"NET.1.2.A26","NET.1.2","Alarming and Logging","","G 0.29|G 0.37"
"NET.1.2.A27","NET.1.2","Integration of Network Management into Contingency Planning","","G 0.25"
"NET.1.2.A28","NET.1.2","Location of Management Clients for In-Band Management","","G 0.19|G 0.22|G 0.30"
"NET.1.2.A29","NET.1.2","Using VLANS in the Management Network","","G 0.19|G 0.22|G 0.30"
"NET.1.2.A30","NET.1.2","Implementing Management Solutions for High Availability","A","G 0.25|G 0.40"
"NET.1.2.A31","NET.1.2","Basic Use of Secure Protocols","IA","G 0.15|G 0.22|G 0.30|G 0.46"
"NET.1.2.A32","NET.1.2","Physical Separation of the Management Network","CIA","G 0.19|G 0.22|G 0.30"
"NET.1.2.A33","NET.1.2","Physical Separation of Management Segments","CIA","G 0.19|G 0.22|G 0.30"
"NET.1.2.A35","NET.1.2","Specifications for Securing Evidence","CIA","G 0.18|G 0.19|G 0.22|G 0.23|G 0.29|G 0.30|G 0.40|G 0.45|G 0.46"
"NET.1.2.A36","NET.1.2","Integration of Network Management Logging into an SIEM Solution","CIA","G 0.18|G 0.19|G 0.22|G 0.23|G 0.25|G 0.29|G 0.30|G 0.40|G 0.45|G 0.46"
"NET.1.2.A37","NET.1.2","Time Synchronisation Across Locations","CI","G 0.29|G 0.35"
"NET.1.2.A38","NET.1.2","Specification of Forms of Emergency Operations for Network Management Infrastructure","A","G 0.18|G 0.25|G 0.40|G 0.45"
"NET.2.1.A1","NET.2.1","Definition of a Strategy for WLAN Usage","","G 0.18"
"NET.2.1.A2","NET.2.1","Selection of a Suitable WLAN Standard","","G 0.9|G 0.15|G 0.18|G 0.23|G 0.30|G 0.43"
"NET.2.1.A3","NET.2.1","Selection of Suitable Crypto Methods for WLAN","","G 0.15|G 0.18|G 0.23|G 0.30|G 0.43"
"NET.2.1.A4","NET.2.1","Suitable Location of Access Points","","G 0.9|G 0.16|G 0.18|G 0.24|G 0.25|G 0.40|G 0.44"
"NET.2.1.A5","NET.2.1","Secure Basic Configuration of Access Points","","G 0.15|G 0.23|G 0.30|G 0.31|G 0.43"
"NET.2.1.A6","NET.2.1","Secure Configuration of WLAN Infrastructure","","G 0.15|G 0.23|G 0.30|G 0.31|G 0.43"
"NET.2.1.A7","NET.2.1","Setting Up a Distribution System","","G 0.15|G 0.18|G 0.23"
"NET.2.1.A8","NET.2.1","Codes of Conduct in the Event of WLAN Security Incidents","","G 0.15"
"NET.2.1.A9","NET.2.1","Secure Connection of WLANs to a LAN","","G 0.15|G 0.18|G 0.23|G 0.31"
"NET.2.1.A10","NET.2.1","Drawing Up a Security Policy for WLAN Operation","","G 0.15|G 0.18"
"NET.2.1.A11","NET.2.1","Selection of Suitable WLAN Components","","G 0.18"
"NET.2.1.A12","NET.2.1","Use of a Suitable WLAN Management Solution","","G 0.16|G 0.23|G 0.25|G 0.30|G 0.31|G 0.40|G 0.43"
"NET.2.1.A13","NET.2.1","Regular Security Checks of WLANs","","G 0.23|G 0.30|G 0.40|G 0.43"
"NET.2.1.A14","NET.2.1","Regular Audits of WLAN Components","","G 0.23|G 0.30|G 0.40|G 0.43"
"NET.2.1.A15","NET.2.1","Using a VPN to Secure WLANs","CI","G 0.15|G 0.23|G 0.30|G 0.31|G 0.43"
"NET.2.1.A16","NET.2.1","Additional Protection When Connecting WLANs to a LAN","CIA","G 0.15|G 0.23|G 0.30"
"NET.2.1.A17","NET.2.1","Protecting Communication Between Access Points","C","G 0.15|G 0.23"
"NET.2.1.A18","NET.2.1","Use of Wireless Intrusion Detection / Wireless Intrusion Prevention Systems","CIA","G 0.23|G 0.30|G 0.40|G 0.43"
"NET.2.2.A1","NET.2.2","Creating a User Policy for WLAN","","G 0.15|G 0.18|G 0.23|G 0.31|G 0.43"
"NET.2.2.A2","NET.2.2","Awareness and Training of WLAN Users","","G 0.15|G 0.18|G 0.23|G 0.31|G 0.43"
"NET.2.2.A3","NET.2.2","Safeguarding WLAN Usage in Hotspots","","G 0.15|G 0.23|G 0.43"
"NET.2.2.A4","NET.2.2","Codes of Conduct in the Event of WLAN Security Incidents","","G 0.23"
"NET.3.1.A1","NET.3.1","Secure Basic Configuration of a Router or Switch","","G 0.9|G 0.18|G 0.19|G 0.21|G 0.22|G 0.26"
"NET.3.1.A4","NET.3.1","Protection of Administration Interfaces","","G 0.9|G 0.11|G 0.14|G 0.15|G 0.23|G 0.30|G 0.31|G 0.32|G 0.36|G 0.38"
"NET.3.1.A5","NET.3.1","Protection Against Fragmentation Attacks","","G 0.9|G 0.14|G 0.15|G 0.19|G 0.20|G 0.21|G 0.22|G 0.23|G 0.25|G 0.26|G 0.27|G 0.29|G 0.30|G 0.31|G 0.32|G 0.36|G 0.38|G 0.40|G 0.43|G 0.45|G 0.46"
"NET.3.1.A6","NET.3.1","Emergency Access to Routers and Switches","","G 0.14|G 0.15|G 0.27|G 0.37"
"NET.3.1.A7","NET.3.1","Logging on Routers and Switches","","G 0.11"
"NET.3.1.A8","NET.3.1","Regular Backups","","G 0.11|G 0.37"
"NET.3.1.A9","NET.3.1","Operational Documentation","","G 0.9|G 0.11|G 0.14|G 0.15"
"NET.3.1.A10","NET.3.1","Creating a Security Policy","","G 0.23"
"NET.3.1.A11","NET.3.1","Procurement of a Router or Switch","","G 0.9|G 0.11|G 0.14|G 0.15|G 0.23|G 0.30|G 0.31|G 0.32|G 0.36|G 0.38"
"NET.3.1.A12","NET.3.1","Drawing Up a Configuration Checklist for Routers and Switches","","G 0.9|G 0.11|G 0.14|G 0.15|G 0.23|G 0.30|G 0.31|G 0.32|G 0.36|G 0.37|G 0.38"
"NET.3.1.A13","NET.3.1","Administration Using a Separate Management Network","","G 0.9|G 0.14|G 0.15|G 0.18|G 0.20|G 0.23|G 0.25|G 0.26|G 0.27|G 0.29|G 0.30|G 0.31|G 0.32|G 0.36|G 0.38"
"NET.3.1.A14","NET.3.1","Protection Against Misuse of ICMP Messages","","G 0.9|G 0.11|G 0.14|G 0.15|G 0.23"
"NET.3.1.A15","NET.3.1","Bogon and Spoofing Filtering","","G 0.9|G 0.25|G 0.40|G 0.43|G 0.45|G 0.46"
"NET.3.1.A16","NET.3.1","Protection Against “IPv6 Routing Header Type-0” attacks","","G 0.9|G 0.25|G 0.40|G 0.43|G 0.45|G 0.46"
"NET.3.1.A17","NET.3.1","Protection Against DoS and DDoS Attacks","","G 0.9|G 0.25|G 0.40|G 0.43|G 0.45|G 0.46"
"NET.3.1.A18","NET.3.1","Configuration of Access Control Lists","","G 0.9|G 0.25|G 0.40|G 0.43|G 0.45|G 0.46"
"NET.3.1.A19","NET.3.1","Protection of Switch Ports","","G 0.9|G 0.25|G 0.40|G 0.43|G 0.45|G 0.46"
"NET.3.1.A20","NET.3.1","Security Aspects of Routing Protocols","","G 0.27"
"NET.3.1.A21","NET.3.1","Identity and Authorisation Management in Network Infrastructure","","G 0.23"
"NET.3.1.A22","NET.3.1","Contingency Planning for Routers and Switches","","G 0.11|G 0.14|G 0.15|G 0.18|G 0.23|G 0.27"
"NET.3.1.A23","NET.3.1","Audits and Penetration Tests","","G 0.9|G 0.11|G 0.14|G 0.15|G 0.23|G 0.25|G 0.30|G 0.31|G 0.32|G 0.36|G 0.38"
"NET.3.1.A24","NET.3.1","Use of Network Access Controls","IA","G 0.9|G 0.14|G 0.15|G 0.23|G 0.30|G 0.31|G 0.32|G 0.36|G 0.38"
"NET.3.1.A25","NET.3.1","Advanced Integrity Protection for Configuration Files","I","G 0.14|G 0.15|G 0.19|G 0.21|G 0.22|G 0.23"
"NET.3.1.A26","NET.3.1","High Availability","A","G 0.14|G 0.15|G 0.37"
"NET.3.1.A27","NET.3.1","Bandwidth Management for Critical Applications and Services","A","G 0.14|G 0.15|G 0.19|G 0.21|G 0.22|G 0.23"
"NET.3.1.A28","NET.3.1","Use of Certified Products","CI","G 0.9|G 0.23|G 0.25|G 0.27|G 0.40|G 0.43|G 0.45|G 0.46"
"NET.3.2.A1","NET.3.2","Creating a Security Policy","","G 0.18|G 0.27"
"NET.3.2.A2","NET.3.2","Definition of Firewall Rules","","G 0.14|G 0.19|G 0.23|G 0.39|G 0.40|G 0.41|G 0.43|G 0.46"
"NET.3.2.A3","NET.3.2","Configuring Appropriate Filter Rules on the Packet Filter","","G 0.14|G 0.19|G 0.23|G 0.39|G 0.40|G 0.41|G 0.43|G 0.46"
"NET.3.2.A4","NET.3.2","Secure Firewall Configuration","","G 0.9|G 0.14|G 0.19|G 0.21|G 0.22|G 0.23|G 0.25|G 0.26|G 0.30|G 0.41|G 0.45|G 0.46"
"NET.3.2.A6","NET.3.2","Protection of Administration Interfaces","","G 0.9|G 0.19|G 0.21|G 0.22|G 0.23|G 0.25|G 0.30|G 0.41|G 0.45|G 0.46"
"NET.3.2.A7","NET.3.2","Emergency Access to the Firewall","","G 0.9|G 0.25"
"NET.3.2.A8","NET.3.2","Prevention of Dynamic Routing","","G 0.22|G 0.25|G 0.41|G 0.43"
"NET.3.2.A9","NET.3.2","Logging","","G 0.21|G 0.22|G 0.29|G 0.30|G 0.31|G 0.41|G 0.43|G 0.45|G 0.46"
"NET.3.2.A10","NET.3.2","Protection Against Fragmentation Attacks on the Packet Filter","","G 0.19|G 0.41|G 0.43"
"NET.3.2.A14","NET.3.2","Operational Documentation","","G 0.18|G 0.20"
"NET.3.2.A15","NET.3.2","Procuring a Firewall","","G 0.18|G 0.20"
"NET.3.2.A16","NET.3.2","Creation of a “P-A-P” structure","","G 0.14|G 0.19|G 0.22|G 0.23|G 0.39|G 0.40"
"NET.3.2.A17","NET.3.2","Disabling IPv4 or IPv6","","G 0.23"
"NET.3.2.A18","NET.3.2","Administration Using a Separate Management Network","","G 0.9|G 0.23|G 0.30"
"NET.3.2.A19","NET.3.2","Protection Against TCP SYN Flooding, UDP Packet Storms, and Sequence Number Guessing on the Packet Filter","","G 0.40|G 0.41"
"NET.3.2.A20","NET.3.2","Protection of Fundamental Internet Protocols","","G 0.14|G 0.19|G 0.43"
"NET.3.2.A21","NET.3.2","Temporary Decryption of Data Traffic","","G 0.22|G 0.41|G 0.43"
"NET.3.2.A22","NET.3.2","Secure Time Synchronisation","","G 0.21|G 0.22|G 0.29|G 0.30|G 0.31|G 0.41|G 0.43|G 0.45|G 0.46"
"NET.3.2.A23","NET.3.2","System Monitoring and Evaluation","","G 0.8|G 0.9|G 0.23|G 0.26|G 0.27|G 0.41|G 0.43"
"NET.3.2.A24","NET.3.2","Audits and Penetration Tests","","G 0.21|G 0.22|G 0.23|G 0.27|G 0.41"
"NET.3.2.A25","NET.3.2","Advanced Integrity Protection for Configuration Files","I","G 0.19|G 0.21|G 0.22|G 0.23|G 0.27|G 0.45|G 0.46"
"NET.3.2.A26","NET.3.2","Outsourcing of Functional Extensions to Dedicated Hardware","CIA","G 0.18|G 0.25|G 0.27"
"NET.3.2.A27","NET.3.2","Use of Different Firewall Operating Systems and Products in Multi-Layer Firewall Architecture","CI","G 0.14|G 0.19|G 0.21|G 0.23|G 0.26"
"NET.3.2.A28","NET.3.2","Central Filtering of Active Content","CI","G 0.41|G 0.46"
"NET.3.2.A29","NET.3.2","Use of High-Availability Solutions","A","G 0.8|G 0.9|G 0.25"
"NET.3.2.A30","NET.3.2","Bandwidth Management for Critical Applications and Services","A","G 0.9|G 0.40"
"NET.3.2.A31","NET.3.2","Use of Certified Products","CI","G 0.14|G 0.20"
"NET.3.2.A32","NET.3.2","Firewall Contingency Planning","","G 0.14|G 0.18|G 0.23|G 0.27"
"NET.3.3.A1","NET.3.3","Planning the Use of VPNs","","G 0.18|G 0.32"
"NET.3.3.A2","NET.3.3","Selection of an Appropriate VPN Service Provider","","G 0.11"
"NET.3.3.A3","NET.3.3","Secure Installation of VPN End Devices","","G 0.9|G 0.18"
