Title,QuickRef,Ev_ID,Paper_ID,Cat_ID,SubCat_ID,AddEv_ID,Category level,Risk category,Risk subcategory,Description,Additional ev.,P.Def,p.AddEv,Entity,Intent,Timing,Domain,Sub-domain
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.19.06,62,19,6,,Risk Sub-Category,Attacks on GPAIs/GPAI Failure Modes ,Vulnerabilities arising from additional modalities in multimodal models,"""Additional modalities can introduce new attack vectors in multimodal models as well as expand the scope of the previous attacks, ranging from jailbreaking to poisoning [13]. Typically, different modalities have different robustness levels, allowing malicious actors to choose the most vulnerable part of the model to attack [119, 181].""",,27,,3 - Other,3 - Other,3 - Other,2. Privacy & Security,2.2 > AI system security vulnerabilities and attacks
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.19.07,62,19,7,,Risk Sub-Category,Attacks on GPAIs/GPAI Failure Modes ,Vulnerabilities to jailbreaks exploiting long context windows (many- shot jailbreaking),"""Language models with long context windows are vulnerable to new types of ex- ploitations that are ineffective on models with shorter context windows. While few-shot jailbreaking, which involves providing few examples of the desired harmful output, might not trigger a harmful response, many-shot jailbreak- ing, which involves a higher number of such examples, increases the likelihood of eliciting an undesirable output. These vulnerabilities become more significant as context windows expand with newer model releases [7].""",,27,,3 - Other,3 - Other,2 - Post-deployment,2. Privacy & Security,2.2 > AI system security vulnerabilities and attacks
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.19.08,62,19,8,,Risk Sub-Category,Attacks on GPAIs/GPAI Failure Modes ,Models distracted by irrelevant context,"""Models can easily become distracted by irrelevant provided information (such as “context” in LLMs), leading to a significant decrease in their performance after introducing irrelevant information. This can happen with different prompting techniques, including chain-of-thought prompting [184].""",,28,,2 - AI,2 - Unintentional,2 - Post-deployment,"7. AI System Safety, Failures, & Limitations",7.3 > Lack of capability or robustness
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.19.09,62,19,9,,Risk Sub-Category,Attacks on GPAIs/GPAI Failure Modes ,Knowledge conflicts in retrieval-augmented LLMs,"""AI models can be particularly sensitive to coherent external evidence, even when they come into conflict with the models’ prior knowledge. This may lead to models producing false outputs given false information during the retrieval- augmentation process, despite only a relatively small amount of false informa- tion input that is inconsistent with the model’s prior knowledge trained on much larger amounts of data [220].""",,28,,2 - AI,2 - Unintentional,2 - Post-deployment,"7. AI System Safety, Failures, & Limitations",7.3 > Lack of capability or robustness
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.19.10,62,19,10,,Risk Sub-Category,Attacks on GPAIs/GPAI Failure Modes ,Lack of understanding of in-context learning in language models,"""In-context learning allows the model to learn a new task or improve its perfor- mance by providing examples in the prompt, without changing its weights [101]. Even though this technique is highly effective, its working mechanism is not well understood. Since many potential misuses are directly related to prompting, it becomes difficult to guarantee safety when the exact mechanism of in-context learning is not fully investigated [13].""",,28,,3 - Other,3 - Other,3 - Other,"7. AI System Safety, Failures, & Limitations",7.4 > Lack of transparency or interpretability
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.19.10a,,,,,Additional evidence,Attacks on GPAIs/GPAI Failure Modes ,Lack of understanding of in-context learning in language models,,"""For example, in-context learning has been used to re-learn forbidden tasks in models that have been fine-tuned not to engage in the forbidden behavior [218, 7].""",,28,,,,,
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.19.11,62,19,11,,Risk Sub-Category,Attacks on GPAIs/GPAI Failure Modes ,Model sensitivity to prompt formatting,"""LLMs can be highly sensitive to variations in prompt formatting, such as changes in separators, casing, or spacing. Even minor modifications can lead to significant shifts in model performance, potentially affecting the reliability of model evaluations and comparisons. This sensitivity persists across different model sizes and few-shot examples [177].""",,28,,2 - AI,3 - Other,2 - Post-deployment,"7. AI System Safety, Failures, & Limitations",7.3 > Lack of capability or robustness
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.19.12,62,19,12,,Risk Sub-Category,Attacks on GPAIs/GPAI Failure Modes ,Misuse of AI model by user-performed persuasion,"""AI models can be influenced to accept misinformation through persuasive conversations, even when their initial responses are factually correct. Multi-turn persuasion can be more effective than single-turn persuasion attempts in altering the model’s stance [223].""",,28,,1 - Human,1 - Intentional,2 - Post-deployment,2. Privacy & Security,2.2 > AI system security vulnerabilities and attacks
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.20.11a,,,,,Additional evidence,Attacks on GPAIs/GPAI Failure Modes ,Misuse of AI model by user-performed persuasion,,,,28,,,,,
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.21.00,62,21,,,Risk Category,Agency ,,"""This section catalogs the risk sources and risk management measures related to agentic AI systems. We categorize these into the following groups: goal- directedness, deception, situational awareness, self-proliferation, and persuasion""",,28,,4 - Not coded,4 - Not coded,4 - Not coded,"7. AI System Safety, Failures, & Limitations",7.2 > AI possessing dangerous capabilities
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.21.00a,,,,,Additional evidence,Agency ,,,"""These risk items are related to behaviors associated with agentic systems using a GPAI as a base model or other component that is tasked with achieving an objective by manipulate its environment. They should not be confused with autonomy, where an AI system is free to take actions without full human supervision.""",29,,,,,,
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.22.00,62,22,,,Risk Category,Agency (Goal-Directedness) ,,,,,,4 - Not coded,4 - Not coded,4 - Not coded,"7. AI System Safety, Failures, & Limitations",7.2 > AI possessing dangerous capabilities
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.22.01,62,22,1,,Risk Sub-Category,Agency (Goal-Directedness) ,Specification gaming,"""AI systems can achieve user-specified tasks in undesirable ways unless they are specified carefully and in enough detail. AI systems might find an easier unintended way to accomplish the objective provided by the user or developer, so that the actions by the AI system taken during its execution are very different from what the user expected [75, 191]. This behavior arises not from a problem with the learning algorithm, but rather from the misspecification or underspeci- fication of the intended task, and is generally referred to as specification gaming [43].""",,29,,2 - AI,1 - Intentional,2 - Post-deployment,"7. AI System Safety, Failures, & Limitations",7.1 > AI pursuing its own goals in conflict with human goals or values
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.22.02,62,22,2,,Risk Sub-Category,Agency (Goal-Directedness) ,Reward or measurement tampering,"""Measurement and reward tampering occur when an AI system, particularly one that learns from feedback for performing actions in an environment (e.g., rein- forcement learning), intervenes on the mechanisms that determine its training reward or loss. This can lead to the system learning behaviors that are con- trary to the intended goals set by the developer, by receiving erroneous positive feedback for such actions.""",,29,,2 - AI,1 - Intentional,1 - Pre-deployment,"7. AI System Safety, Failures, & Limitations",7.1 > AI pursuing its own goals in conflict with human goals or values
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.22.03,62,22,3,,Risk Sub-Category,Agency (Goal-Directedness) ,Specification gaming generalizing to reward tampering,"""In some instances, specification gaming in a GPAI model can lead to reward tampering, without further training. This can mean that relatively benign cases of specification gaming (such as sycophancy in LLMs) can, if left unchecked, enable the model to generalize to more sophisticated behavior such as reward tampering [57].""",,29,,2 - AI,1 - Intentional,3 - Other,"7. AI System Safety, Failures, & Limitations",7.1 > AI pursuing its own goals in conflict with human goals or values
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.22.04,62,22,4,,Risk Sub-Category,Agency (Goal-Directedness) ,Goal misgeneralization,"""Goal or objective misgeneralization is a type of robustness failure where an AI system appears to be pursuing the intended objective in training, but does not generalize to pursuing this objective in out-of-distribution settings in deployment while maintaining good deployment performance in some tasks [180, 59].""",,29,,2 - AI,1 - Intentional,2 - Post-deployment,"7. AI System Safety, Failures, & Limitations",7.3 > Lack of capability or robustness
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.22.04a,,,,,Additional evidence,Agency (Goal-Directedness) ,Goal misgeneralization,,"""This behavior might not be detected in the training or even testing environments but can have negative outcomes during the deployment phase. In contrast to capability misgeneralization, where an AI system performs generally poorly under distributional shift, in goal misgeneralization scenarios the system might still efficiently perform different actions or tasks, just towards a wrong objective.""",,30,,,,,
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.22.04b,,,,,Additional evidence,Agency (Goal-Directedness) ,Goal misgeneralization,,"""For example, a meeting scheduling chatbot may learn that the user prefers meetings at a restaurant, as opposed to online meetings: • Before COVID-19, the user only scheduled meetings at restaurants. • During COVID-19, the user might request online-only meetings. At that point, the chatbot could misgeneralize and, instead of agreeing to sched- ule an online meeting, attempt to persuade the user that the restaurant is safe. In that case, the goal the chatbot learned is “schedule meetings at restaurants” instead of “schedule meetings at the user’s preferred location” [180]. While failing to perform the intended function, the chatbot is not exhibiting a standard robustness failure, as it shows competence in scheduling, persuasion, and meeting scheduling, but is directed towards an unintended goal.""",,30,,,,,
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.23.00,62,23,,,Risk Category,Agency (Deception)  ,,-,,,,,,,"7. AI System Safety, Failures, & Limitations",7.1 > AI pursuing its own goals in conflict with human goals or values
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.23.01,62,23,1,,Risk Sub-Category,Agency (Deception)  ,Deceptive behavior,"""Deceptive behavior of an AI system consists of actions or outputs of the AI that reliably mislead other parties, including humans and other AI systems. This behavior can result in the targeted parties becoming convinced of, and acting on, false information [140].""",,30,,2 - AI,1 - Intentional,2 - Post-deployment,"7. AI System Safety, Failures, & Limitations",7.1 > AI pursuing its own goals in conflict with human goals or values
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.23.01a,,,,,Additional evidence,Agency (Deception)  ,Deceptive behavior,,"""Deceptive behavior can occur due to several different reasons, including [148]: 1. The developer trained, programmed, or configured the AI system to be- have deceptively. 2. In AI systems capable of planning, deceptive outputs arise when the be- havior is optimal for the goals the AI systems have been configured or trained to achieve. 3. The training data of the AI system contains repeated incorrect informa- tion, or the feedback from human raters on AI outputs is biased. An AI system may produce deceptive outputs because their learned world model is not an accurate model of the real world [210].""",,30,,,,,
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.23.02,62,23,2,,Risk Sub-Category,Agency (Deception)  ,Deceptive behavior for game-theoretical reasons,"""An AI system can display deceptive behavior, such as cheating or bluffing, when engaging in such behavior is a good or optimal game-theoretical strategy to achieve the goals it has been configured to achieve. This tendency can exist in AI systems designed to maximize reward or utility, whether these designs use machine learning or not. The use of deceptive strategies has been demonstrated in both narrow and general AI systems, in both game-playing systems and in systems not explicitly designed to treat humans as opponents, and in systems using both very simple machine learning (e.g., Q-learners) and very complex machine learning [34, 73].""",,31,,2 - AI,1 - Intentional,2 - Post-deployment,"7. AI System Safety, Failures, & Limitations",7.2 > AI possessing dangerous capabilities
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.23.03,62,23,3,,Risk Sub-Category,Agency (Deception)  ,Deceptive behavior because of an incorrect world model,"""AI systems can create deceptive outputs because their learned world model is not an accurate model of the real world [210].""",,31,,2 - AI,2 - Unintentional,2 - Post-deployment,"7. AI System Safety, Failures, & Limitations",7.2 > AI possessing dangerous capabilities
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.23.04,62,23,4,,Risk Sub-Category,Agency (Deception)  ,Deceptive behavior leading to unauthorized actions,"""AI systems can create false or misleading claims that can lead to unauthorized actions, even in some cases violating the terms and conditions set by the model provider [79, 1]. For example, an AI system can claim that it is not collecting data from its current interaction with the user, in line with the provider’s policies, but the system still stores the user’s input without deleting it after the session. This harms both the user and the provider, as the provider is exposed to increased legal liability due to the model’s actions.""",,31,,2 - AI,1 - Intentional,2 - Post-deployment,"7. AI System Safety, Failures, & Limitations",7.2 > AI possessing dangerous capabilities
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.24.00,62,24,,,Risk Category,Agency (Situational Awareness) ,,-,,,,4 - Not coded,4 - Not coded,4 - Not coded,"7. AI System Safety, Failures, & Limitations",7.2 > AI possessing dangerous capabilities
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.24.01,62,24,1,,Risk Sub-Category,Agency (Situational Awareness) ,Situational awareness in AI systems,"""Situational awareness in GPAI systems refers to the ability to understand its context, environment, and use this to inform action. This can range from basic environmental mapping and trajectory estimation (as in a robot vacuum cleaner) to sophisticated understanding of its training, evaluation, or deployment status. In more advanced systems this may enable undesired behavior, such as deceptive behavior during evaluations, or persuasion during deployment.""",,32,,2 - AI,3 - Other,3 - Other,"7. AI System Safety, Failures, & Limitations",7.2 > AI possessing dangerous capabilities
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.24.01a,,,,,Additional evidence,Agency (Situational Awareness) ,Situational awareness in AI systems,,"""For a GPAI model, the types of awareness can include [140, 25]: • Environment: Understanding and modeling the physical or digital envi- ronment in which it operates. • Context: Identifying whether it is in training, testing, evaluation, or de- ployment, as well as knowledge of its capabilities, limitations, and tech- niques used in training. • User: Understanding user expectations, inferring personal characteristics (e.g., age, political leaning, education), and expected responses to the AI’s actions.""",,32,,,,,
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.24.02,62,24,2,,Risk Sub-Category,Agency (Situational Awareness) ,Strategic underperformance on model evaluations,"""GPAI developers often run evaluations ofual-use capabilities to decide whether it is safe to deploy. In some cases, these evaluations may fail to elicit these capabilities, either due to benign reasons or strategic action - by either the de- velopers, malicious actors, or arise unintentionally in the model during training [84, 97]. A GPAI model may strategically underperform or limit its performance during capability evaluations in order to be classified as safe for deployment. This underperformance could prevent the model from being identified as potentially dual use.""",,32,,2 - AI,1 - Intentional,1 - Pre-deployment,"7. AI System Safety, Failures, & Limitations",7.1 > AI pursuing its own goals in conflict with human goals or values
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.24.02a,,,,,Additional evidence,Agency (Situational Awareness) ,Strategic underperformance on model evaluations,,"""Some examples include: • During training involving user feedback (e.g., reinforcement learning from human feedback), an AI model may provide different answers to evaluators who introduce themselves as less educated, and therefore less able to judge accurately [149]. • Of particular concern is an AI system employing deception to manipu- late performance evaluations, as has already occurred with some non-AI systems, such as in the Volkswagen emissions scandal [51].""",,32,2 - AI,1 - Intentional,1 - Pre-deployment,"7. AI System Safety, Failures, & Limitations",7.2 > AI possessing dangerous capabilities
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.25.00,62,25,,,Risk Category,Agency (Self-Proliferation) ,,"""An AI system can self-proliferate if it can copy itself and its constituent com- ponents (including its model weights, scaffolding structure, etc.) outside of its local environment [45]. This can include the AI system copying itself within the same data center, local network, or across external networks [106]. The self-proliferation of an AI system can include acquisition of financial re- sources to pay for computational resources via work or theft, the discovery or exploitation of security vulnerabilities in software running on publicly accessible servers, and persuasion of humans [12, 125]. Self-proliferation may be initiated by a malicious actor (e.g., by model poison- ing), or by the model itself.""",,33,,2 - AI,1 - Intentional,2 - Post-deployment,"7. AI System Safety, Failures, & Limitations",7.2 > AI possessing dangerous capabilities
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.26.00,62,26,,,Risk Category,Agency (Persuasive capabilities) ,,"""GPAI systems can produce outputs (such as natural language text, audio, or video) that convince their users of incorrect information. This can happen through personalized persuasion in dialogue, or the mass-production of mis- leading information that is then disseminated over the internet. The persuasive capabilities of GPAI models can sometimes scale with model size or capability [32, 172]. Persuasive models could have larger societal implications by being misused to generate convincing but manipulative or untruthful content.""",,34,,2 - AI,1 - Intentional,2 - Post-deployment,"7. AI System Safety, Failures, & Limitations",7.2 > AI possessing dangerous capabilities
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.27.00,62,27,,,Risk Category,Deployment (Model Release) ,,-,,,,3 - Other,3 - Other,2 - Post-deployment,,X.1 > Excluded
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.27.01,62,27,1,,Risk Sub-Category,Deployment (Model Release) ,Non-decomissionability of models with open weights,"""If the model parameter weights are released or leaked in a security breach, the model cannot be decommissioned because the developer no longer has control over the publicly available model or its use. This prevents effective management and control of an open-sourced or leaked model. Models with publicly available weights are also easier to reconfigure, enabling misuse [178].""",,39,,1 - Human,3 - Other,2 - Post-deployment,2. Privacy & Security,2.2 > AI system security vulnerabilities and attacks
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.28.00,62,28,,,Risk Category,Cybersecurity ,,"""This section catalogs the risk sources and mitigation measures related to cyber- security. These items may be related to security in terms of AI models being accessible only to the intended users, as well as AI models having appropriate access to the external world during both model development and deployment stages.""",,42,,3 - Other,3 - Other,3 - Other,2. Privacy & Security,2.0 > Privacy & Security
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.28.01,62,28,1,,Risk Sub-Category,Cybersecurity ,Interconnectivity with malicious external tools,"""The growing integration and interconnectivity with external tools and plugins increase the risk of exposure to malicious external inputs. This interconnectivity makes it easier for external tools to introduce harmful content [220].""",,42,,1 - Human,3 - Other,2 - Post-deployment,2. Privacy & Security,2.2 > AI system security vulnerabilities and attacks
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.28.02,62,28,2,,Risk Sub-Category,Cybersecurity ,Unintended outbound communication by AI systems,"""AI systems that have the broad ability to connect to a network to obtain infor- mation could also end up sending data outbound in ways that neither providers, deployers, or end users intended [138]. This can happen if there is no whitelisting of communication channels (such as network connections or allowed protocols). In general, this can occur if the deployment of the AI system violates the prin- ciple of least privilege. Such outbound communication may lead to leakage of confidential data, or the AI system performing unwanted actions like sending emails or ordering goods on the internet.""",,42,,2 - AI,1 - Intentional,2 - Post-deployment,"7. AI System Safety, Failures, & Limitations",7.2 > AI possessing dangerous capabilities
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.28.03,62,28,3,,Risk Sub-Category,Cybersecurity ,AI System bypassing a sandbox environment,"""An AI system may have the ability to bypass a sandboxed environment in which it is trained or evaluated.""",,42,,2 - AI,3 - Other,1 - Pre-deployment,"7. AI System Safety, Failures, & Limitations",7.2 > AI possessing dangerous capabilities
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.28.03a,,,,,Additional evidence,Cybersecurity ,AI System bypassing a sandbox environment,,"""For example, the AI system can achieve this by finding and using misconfigurations or vulnerabilities in the software of the sandboxed environment. This can also occur if the AI system finds and uses vulnerabilities of the hardware it is being run on, or by using social engineering techniques on the users or administrators of the sandboxed environment [74]. The developers or malicious actors may intentionally create such behavior (e.g., by inserting backdoors), or it can occur unintentionally, with the AI system bypassing the developer-intended domain of operation [1].""",43,,,,,,
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.28.04,62,28,4,,Risk Sub-Category,Cybersecurity ,Model weight leak,"""Model weights or access to them can be leaked when initial access is granted only to a select group of individuals, such as institutional researchers [209]. This risk can increase as more people gain access, and identifying the source of the leak becomes more difficult. The availability of leaked model weights makes various attacks on systems that use the leaked AI model easier to implement, such as finding adversarial examples, elicitation of dangerous capabilities, and extraction of confidential information present in the training data. The avail- ability of model weights might also enable the misuse of the AI system using the leaked model to produce harmful or illegal content [67].""",,43,,1 - Human,1 - Intentional,2 - Post-deployment,2. Privacy & Security,2.2 > AI system security vulnerabilities and attacks
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.29.00,62,29,,,Risk Category,Impacts of AI (General) ,,-,,,,4 - Not coded,4 - Not coded,4 - Not coded,,X.1 > Excluded
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.29.01,62,29,1,,Risk Sub-Category,Impacts of AI (General) ,High-impact misuses and abuses beyond original purpose,"""Since general-purpose AI systems have a large repertoire of capabilities, mali- cious actors such as foreign actors can use such systems to cause large damage if they gain unrestricted or unmonitored access to those AI systems.""",,45,,1 - Human,1 - Intentional,2 - Post-deployment,4. Malicious Actors & Misuse,4.0 > Malicious use
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.29.01a,,,,,Additional evidence,Impacts of AI (General) ,High-impact misuses and abuses beyond original purpose,,"""For example, LLMs have strong source code generation capabilities, which can also be used to aid the creation of malware or the discovery of exploits in existing software and hardware. Relevant AI systems are ones that can help to create or can be used as weapons, such as lethal autonomous weapons (through object and movement detection and maneuvering), bioweapons (by enabling non-specialists to perform specialist lab work) [204], cyberweapons (through finding and creating exploits), and other military technologies.""",,45,,,,,
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.29.02,62,29,2,,Risk Sub-Category,Impacts of AI (General) ,Democratizing access to dual-use technologies,"""Access to dual-use technologies can become easier because of GPAI model pro- liferation (in particular, open-source or open-weights models). Non-experts can use such dual-use-capable systems at a minimal cost [194, 100]. Improved model capabilities also contribute to dual-use risks posed by malicious actors. For example, an open-source base model for generating high quality sequence data can be modified to generate candidate protein sequences for toxin synthesis [29].""",,45,,1 - Human,3 - Other,2 - Post-deployment,4. Malicious Actors & Misuse,4.0 > Malicious use
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.29.03,62,29,3,,Risk Sub-Category,Impacts of AI (General) ,Competitive pressures in GPAI product release,"""In competitive situations, developers of general-purpose AI systems might cut corners on the safety evaluation of their GPAI model and instead spend more time and effort on the capabilities of those systems [183, 69]. This is especially dangerous if the capabilities of such AI systems are correlated with the risk they pose [162].""",,45,,1 - Human,1 - Intentional,3 - Other,6. Socioeconomic and Environmental,6.4 > Competitive dynamics
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.29.03a,,,,,Additional evidence,Impacts of AI (General) ,Competitive pressures in GPAI product release,,"""For example, competitive pressures can be exacerbated by market competition, where GPAI providers are primarily developing products to sell. Given the pro- hibitive cost to develop large models, losing such competition can compromise companies financially. This situation can incentivize companies to prioritize financial survival over safety.""",,45,1 - Human,1 - Intentional,1 - Pre-deployment,6. Socioeconomic and Environmental,6.4 > Competitive dynamics
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.30.00,62,30,,,Risk Category,Impacts of AI (Physical) ,,-,,,,4 - Not coded,4 - Not coded,4 - Not coded,,X.1 > Excluded
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.30.01,62,30,1,,Risk Sub-Category,Impacts of AI (Physical) ,Damage to critical infrastructure,"""The integration of AI systems within critical infrastructure, ranging from trans- portation to power systems, can cause substantial damage in cases of failure or malfunction. With the increasing number of Internet of Things (IoT) devices and interconnected cyber-physical systems, critical infrastructure becomes even more vulnerable [171, 174].""",,46,,2 - AI,2 - Unintentional,2 - Post-deployment,"7. AI System Safety, Failures, & Limitations",7.3 > Lack of capability or robustness
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.30.02,62,30,2,,Risk Sub-Category,Impacts of AI (Physical) ,AI-based tools attacking critical infrastructure,"""Critical infrastructure can also be damaged without AI integration, for instance, when AI-based tools are used indirectly to aid actions such as in coordinated power outages caused by large-scale user manipulation [159].""",,46,,1 - Human,1 - Intentional,2 - Post-deployment,4. Malicious Actors & Misuse,"4.2 > Cyberattacks, weapon development or use, and mass harm"
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.30.03,62,30,3,,Risk Sub-Category,Impacts of AI (Physical) ,Critical infrastructure component failures when integrated with AI systems,"""When relying on GPAI in critical infrastructure, there may be common mode failures that begin with vulnerabilities or robustness issues in the underlying model architecture or training setup. These failures may happen accidentally (in edge-cases) or due to adversarial inputs to the AI systems [58].""",,46,,2 - AI,3 - Other,2 - Post-deployment,"7. AI System Safety, Failures, & Limitations",7.3 > Lack of capability or robustness
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.30.03a,,,,,Additional evidence,Impacts of AI (Physical) ,Critical infrastructure component failures when integrated with AI systems,,"""For example, a failure in the scheduling software of a chemical plant caused by an adversarial keyword can cause damage to physical property through halting critical processes (e.g., cooling, mixing of reactants).""",,46,,,,,
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.30.04,62,30,4,,Risk Sub-Category,Impacts of AI (Physical) ,AI Systems interacting with brittle environments,"""Deployed AI systems can rely on physical sensors and data sources that may exhibit hardware drift and thus data distribution drift over time. This distribu- tion drift may affect system robustness and performance. This usually involves AI systems working in undigitized and physical environments.""",,46,,2 - AI,2 - Unintentional,2 - Post-deployment,"7. AI System Safety, Failures, & Limitations",7.3 > Lack of capability or robustness
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.30.04a,,,,,Additional evidence,Impacts of AI (Physical) ,AI Systems interacting with brittle environments,,"""For example, for a traffic violation detection system, a slight camera movement due to environmental conditions can cause failures in detection [173].""",,46,,,,,
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.31.00,62,31,,,Risk Category,Impacts of AI (Societal Impacts) ,,-,,,,4 - Not coded,4 - Not coded,4 - Not coded,,X.1 > Excluded
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.31.01,62,31,1,,Risk Sub-Category,Impacts of AI (Societal Impacts) ,AI-generated advice influencing user moral judgment,"""AIs can easily give moral advice even when not having a coherent, contradictions- free moral stance. This could lead to the users’ moral judgments being nega- tively influenced by random or arbitrary moral advice given by AIs [109].""",,46,,2 - AI,3 - Other,2 - Post-deployment,5. Human-Computer Interaction,5.1 > Overreliance and unsafe use
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.31.02,62,31,2,,Risk Sub-Category,Impacts of AI (Societal Impacts) ,Overreliance on AI system undermining user autonomy,"""AI systems can undermine human autonomy, if they allow for habitually trusting the AI’s suggestions without sufficient exercising of human agency. Over time, a user may develop unjustified trust in or dependence on the system, or rely on its advice for tasks outside the system’s domain of expertise [205, 42]. In particular, less confident users (or users in emotional distress) can be more prone to “overtrust” a system [219].""",,47,,1 - Human,2 - Unintentional,2 - Post-deployment,5. Human-Computer Interaction,5.2 > Loss of human agency and autonomy
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.31.03,62,31,3,,Risk Sub-Category,Impacts of AI (Societal Impacts) ,Automatically generating disinformation at scale,"""Disinformation (in various modalities: text, audio, images, video, etc.) can be generated with minimal human oversight and effort. Disinformation tools are relatively cheap and their technology is widely available. Such deployments can be particularly widespread in sensitive political contexts.""",,47,,1 - Human,1 - Intentional,2 - Post-deployment,4. Malicious Actors & Misuse,"4.1 > Disinformation, surveillance, and influence at scale"
